workerid,movieID,reactionTime,PArray,AArray,trialNum,expt
671,1,660,1,1,1,"7:NoAgent,LB"
640,3,663,1,0,1,"7:NoAgent,LB"
686,3,803,1,0,1,"7:NoAgent,LB"
665,3,939,1,0,1,"7:NoAgent,LB"
559,1,527,1,1,1,"7:NoAgent,LB"
659,7,1810,0,0,1,"7:NoAgent,LB"
605,1,422,1,1,1,"7:NoAgent,LB"
661,3,851,1,0,1,"7:NoAgent,LB"
684,3,326,1,0,1,"7:NoAgent,LB"
683,7,601,0,0,1,"7:NoAgent,LB"
677,7,1039,0,0,1,"7:NoAgent,LB"
658,3,661,1,0,1,"7:NoAgent,LB"
675,7,526,0,0,1,"7:NoAgent,LB"
646,7,418,0,0,1,"7:NoAgent,LB"
663,1,479,1,1,1,"7:NoAgent,LB"
669,5,2136,0,1,1,"7:NoAgent,LB"
643,1,661,1,1,1,"7:NoAgent,LB"
655,7,955,0,0,1,"7:NoAgent,LB"
641,1,838,1,1,1,"7:NoAgent,LB"
642,1,693,1,1,1,"7:NoAgent,LB"
679,7,1446,0,0,1,"7:NoAgent,LB"
672,3,371,1,0,1,"7:NoAgent,LB"
660,3,774,1,0,1,"7:NoAgent,LB"
648,5,957,0,1,1,"7:NoAgent,LB"
644,7,1181,0,0,1,"7:NoAgent,LB"
657,7,1101,0,0,2,"7:NoAgent,LB"
671,3,914,1,0,2,"7:NoAgent,LB"
686,7,670,0,0,2,"7:NoAgent,LB"
559,1,504,1,1,2,"7:NoAgent,LB"
687,7,688,0,0,2,"7:NoAgent,LB"
605,1,484,1,1,2,"7:NoAgent,LB"
684,1,1071,1,1,2,"7:NoAgent,LB"
680,5,765,0,1,2,"7:NoAgent,LB"
677,1,613,1,1,2,"7:NoAgent,LB"
675,3,490,1,0,2,"7:NoAgent,LB"
28,7,566,0,0,2,"7:NoAgent,LB"
676,7,725,0,0,2,"7:NoAgent,LB"
662,3,504,1,0,2,"7:NoAgent,LB"
639,3,974,1,0,2,"7:NoAgent,LB"
655,5,480,0,1,2,"7:NoAgent,LB"
641,1,494,1,1,2,"7:NoAgent,LB"
651,7,774,0,0,2,"7:NoAgent,LB"
674,5,486,0,1,2,"7:NoAgent,LB"
664,1,687,1,1,2,"7:NoAgent,LB"
30,5,556,0,1,2,"7:NoAgent,LB"
642,5,456,0,1,2,"7:NoAgent,LB"
679,7,522,0,0,2,"7:NoAgent,LB"
672,1,556,1,1,2,"7:NoAgent,LB"
668,1,679,1,1,2,"7:NoAgent,LB"
650,3,811,1,0,2,"7:NoAgent,LB"
660,1,554,1,1,2,"7:NoAgent,LB"
640,1,355,1,1,3,"7:NoAgent,LB"
686,5,441,0,1,3,"7:NoAgent,LB"
665,3,926,1,0,3,"7:NoAgent,LB"
666,3,918,1,0,3,"7:NoAgent,LB"
682,7,954,0,0,3,"7:NoAgent,LB"
685,5,663,0,1,3,"7:NoAgent,LB"
659,1,875,1,1,3,"7:NoAgent,LB"
652,5,814,0,1,3,"7:NoAgent,LB"
683,7,660,0,0,3,"7:NoAgent,LB"
677,1,422,1,1,3,"7:NoAgent,LB"
675,5,454,0,1,3,"7:NoAgent,LB"
28,7,593,0,0,3,"7:NoAgent,LB"
646,5,1022,0,1,3,"7:NoAgent,LB"
676,1,1475,1,1,3,"7:NoAgent,LB"
645,3,724,1,0,3,"7:NoAgent,LB"
656,1,615,1,1,3,"7:NoAgent,LB"
654,1,570,1,1,3,"7:NoAgent,LB"
663,3,905,1,0,3,"7:NoAgent,LB"
643,1,753,1,1,3,"7:NoAgent,LB"
639,1,680,1,1,3,"7:NoAgent,LB"
641,3,562,1,0,3,"7:NoAgent,LB"
651,5,772,0,1,3,"7:NoAgent,LB"
670,1,550,1,1,3,"7:NoAgent,LB"
30,7,385,0,0,3,"7:NoAgent,LB"
642,1,1071,1,1,3,"7:NoAgent,LB"
679,5,436,0,1,3,"7:NoAgent,LB"
672,7,604,0,0,3,"7:NoAgent,LB"
648,3,928,1,0,3,"7:NoAgent,LB"
644,3,523,1,0,3,"7:NoAgent,LB"
657,7,726,0,0,4,"7:NoAgent,LB"
671,1,539,1,1,4,"7:NoAgent,LB"
686,1,591,1,1,4,"7:NoAgent,LB"
666,7,391,0,0,4,"7:NoAgent,LB"
682,5,679,0,1,4,"7:NoAgent,LB"
673,5,1014,0,1,4,"7:NoAgent,LB"
605,3,514,1,0,4,"7:NoAgent,LB"
649,5,629,0,1,4,"7:NoAgent,LB"
652,3,444,1,0,4,"7:NoAgent,LB"
653,5,1113,0,1,4,"7:NoAgent,LB"
680,1,501,1,1,4,"7:NoAgent,LB"
658,5,503,0,1,4,"7:NoAgent,LB"
28,5,582,0,1,4,"7:NoAgent,LB"
676,5,632,0,1,4,"7:NoAgent,LB"
645,7,515,0,0,4,"7:NoAgent,LB"
298,7,901,0,0,4,"7:NoAgent,LB"
654,7,628,0,0,4,"7:NoAgent,LB"
662,3,390,1,0,4,"7:NoAgent,LB"
641,5,576,0,1,4,"7:NoAgent,LB"
651,1,566,1,1,4,"7:NoAgent,LB"
30,5,515,0,1,4,"7:NoAgent,LB"
668,1,590,1,1,4,"7:NoAgent,LB"
660,1,839,1,1,4,"7:NoAgent,LB"
678,5,639,0,1,4,"7:NoAgent,LB"
325,7,552,0,0,4,"7:NoAgent,LB"
657,1,699,1,1,5,"7:NoAgent,LB"
666,7,440,0,0,5,"7:NoAgent,LB"
659,5,685,0,1,5,"7:NoAgent,LB"
605,7,780,0,0,5,"7:NoAgent,LB"
649,7,704,0,0,5,"7:NoAgent,LB"
684,1,527,1,1,5,"7:NoAgent,LB"
653,3,1100,1,0,5,"7:NoAgent,LB"
680,5,747,0,1,5,"7:NoAgent,LB"
658,3,631,1,0,5,"7:NoAgent,LB"
28,3,705,1,0,5,"7:NoAgent,LB"
645,1,632,1,1,5,"7:NoAgent,LB"
298,1,806,1,1,5,"7:NoAgent,LB"
654,3,564,1,0,5,"7:NoAgent,LB"
663,3,505,1,0,5,"7:NoAgent,LB"
655,5,617,0,1,5,"7:NoAgent,LB"
641,5,608,0,1,5,"7:NoAgent,LB"
651,7,598,0,0,5,"7:NoAgent,LB"
674,7,499,0,0,5,"7:NoAgent,LB"
