workerid,movieID,reactionTime,PArray,AArray,trialNum,attentionTime,expt
313,7,664,0,0,2,16.7,8a:LBtimes
700,9,423,1,1,2,10.8,8a:LBtimes
663,3,428,1,0,2,13.2,8a:LBtimes
742,23,632,0,0,2,13.2,8a:LBtimes
121,5,763,0,1,2,10.8,8a:LBtimes
691,13,601,0,1,2,13.2,8a:LBtimes
724,5,451,0,1,2,10.8,8a:LBtimes
696,19,650,1,0,2,16.7,8a:LBtimes
729,7,452,0,0,2,16.7,8a:LBtimes
226,5,743,0,1,2,10.8,8a:LBtimes
433,19,469,1,0,2,16.7,8a:LBtimes
702,23,544,0,0,2,13.2,8a:LBtimes
434,11,427,1,0,2,10.8,8a:LBtimes
674,7,847,0,0,2,16.7,8a:LBtimes
705,11,384,1,0,2,10.8,8a:LBtimes
712,21,812,0,1,2,16.7,8a:LBtimes
704,3,669,1,0,2,13.2,8a:LBtimes
654,19,618,1,0,2,16.7,8a:LBtimes
730,7,552,0,0,2,16.7,8a:LBtimes
719,3,741,1,0,2,13.2,8a:LBtimes
725,21,695,0,1,2,16.7,8a:LBtimes
695,1,570,1,1,3,16.7,8a:LBtimes
217,17,423,1,1,3,13.2,8a:LBtimes
715,1,716,1,1,3,16.7,8a:LBtimes
694,11,649,1,0,3,10.8,8a:LBtimes
318,3,461,1,0,3,13.2,8a:LBtimes
703,17,1022,1,1,3,13.2,8a:LBtimes
727,1,678,1,1,3,16.7,8a:LBtimes
410,9,519,1,1,3,10.8,8a:LBtimes
734,23,1143,0,0,3,13.2,8a:LBtimes
720,11,583,1,0,3,10.8,8a:LBtimes
699,11,707,1,0,3,10.8,8a:LBtimes
745,15,485,0,0,3,10.8,8a:LBtimes
733,17,477,1,1,3,13.2,8a:LBtimes
723,15,743,0,0,3,10.8,8a:LBtimes
706,23,740,0,0,3,13.2,8a:LBtimes
700,19,511,1,0,3,16.7,8a:LBtimes
738,9,436,1,1,3,10.8,8a:LBtimes
663,11,631,1,0,3,10.8,8a:LBtimes
744,1,854,1,1,3,16.7,8a:LBtimes
710,23,622,0,0,3,13.2,8a:LBtimes
691,21,633,0,1,3,16.7,8a:LBtimes
98,9,447,1,1,3,10.8,8a:LBtimes
729,13,532,0,1,3,13.2,8a:LBtimes
434,9,793,1,1,3,10.8,8a:LBtimes
701,7,870,0,0,3,16.7,8a:LBtimes
688,17,508,1,1,3,13.2,8a:LBtimes
654,13,509,0,1,3,13.2,8a:LBtimes
730,17,511,1,1,3,13.2,8a:LBtimes
719,17,511,1,1,3,13.2,8a:LBtimes
732,23,527,0,0,4,13.2,8a:LBtimes
735,21,574,0,1,4,16.7,8a:LBtimes
601,17,574,1,1,4,13.2,8a:LBtimes
715,21,603,0,1,4,16.7,8a:LBtimes
716,21,630,0,1,4,16.7,8a:LBtimes
168,19,1549,1,0,4,16.7,8a:LBtimes
694,21,1055,0,1,4,16.7,8a:LBtimes
707,1,542,1,1,4,16.7,8a:LBtimes
741,5,1285,0,1,4,10.8,8a:LBtimes
689,5,416,0,1,4,10.8,8a:LBtimes
727,1,494,1,1,4,16.7,8a:LBtimes
410,21,875,0,1,4,16.7,8a:LBtimes
734,17,407,1,1,4,13.2,8a:LBtimes
78,17,1464,1,1,4,13.2,8a:LBtimes
521,9,518,1,1,4,10.8,8a:LBtimes
720,13,460,0,1,4,13.2,8a:LBtimes
745,19,485,1,0,4,16.7,8a:LBtimes
308,23,612,0,0,4,13.2,8a:LBtimes
713,21,694,0,1,4,16.7,8a:LBtimes
723,3,516,1,0,4,13.2,8a:LBtimes
722,9,891,1,1,4,10.8,8a:LBtimes
737,5,794,0,1,4,10.8,8a:LBtimes
738,7,406,0,0,4,16.7,8a:LBtimes
731,15,654,0,0,4,10.8,8a:LBtimes
742,21,594,0,1,4,16.7,8a:LBtimes
743,17,1287,1,1,4,13.2,8a:LBtimes
744,11,1224,1,0,4,10.8,8a:LBtimes
729,11,361,1,0,4,10.8,8a:LBtimes
226,1,660,1,1,4,16.7,8a:LBtimes
433,5,652,0,1,4,10.8,8a:LBtimes
726,7,512,0,0,4,16.7,8a:LBtimes
434,11,478,1,0,4,10.8,8a:LBtimes
693,13,313,0,1,4,13.2,8a:LBtimes
739,19,830,1,0,4,16.7,8a:LBtimes
705,7,514,0,0,4,16.7,8a:LBtimes
728,1,484,1,1,4,16.7,8a:LBtimes
31,11,822,1,0,4,10.8,8a:LBtimes
654,19,692,1,0,4,16.7,8a:LBtimes
719,15,1047,0,0,4,10.8,8a:LBtimes
732,13,513,0,1,5,13.2,8a:LBtimes
94,1,534,1,1,5,16.7,8a:LBtimes
695,21,480,0,1,5,16.7,8a:LBtimes
217,9,448,1,1,5,10.8,8a:LBtimes
692,17,597,1,1,5,13.2,8a:LBtimes
735,17,523,1,1,5,13.2,8a:LBtimes
716,7,980,0,0,5,16.7,8a:LBtimes
740,23,520,0,0,5,13.2,8a:LBtimes
168,11,806,1,0,5,10.8,8a:LBtimes
736,3,1062,1,0,5,13.2,8a:LBtimes
689,23,362,0,0,5,13.2,8a:LBtimes
734,5,472,0,1,5,10.8,8a:LBtimes
521,11,430,1,0,5,10.8,8a:LBtimes
720,7,462,0,0,5,16.7,8a:LBtimes
745,17,477,1,1,5,13.2,8a:LBtimes
733,23,591,0,0,5,13.2,8a:LBtimes
709,3,2135,1,0,5,13.2,8a:LBtimes
723,19,1030,1,0,5,16.7,8a:LBtimes
738,11,476,1,0,5,10.8,8a:LBtimes
121,15,645,0,0,5,10.8,8a:LBtimes
711,23,736,0,0,5,13.2,8a:LBtimes
710,3,637,1,0,5,13.2,8a:LBtimes
729,5,363,0,1,5,10.8,8a:LBtimes
433,13,665,0,1,5,13.2,8a:LBtimes
726,11,704,1,0,5,10.8,8a:LBtimes
693,15,460,0,0,5,10.8,8a:LBtimes
674,21,522,0,1,5,16.7,8a:LBtimes
690,9,1167,1,1,5,10.8,8a:LBtimes
31,7,548,0,0,5,16.7,8a:LBtimes
714,21,570,0,1,5,16.7,8a:LBtimes
688,17,671,1,1,5,13.2,8a:LBtimes
654,11,428,1,0,5,10.8,8a:LBtimes
719,7,616,0,0,5,16.7,8a:LBtimes
94,13,513,0,1,6,13.2,8a:LBtimes
695,9,679,1,1,6,10.8,8a:LBtimes
217,1,411,1,1,6,16.7,8a:LBtimes
692,1,708,1,1,6,16.7,8a:LBtimes
697,1,558,1,1,6,16.7,8a:LBtimes
735,23,564,0,0,6,13.2,8a:LBtimes
601,11,508,1,0,6,10.8,8a:LBtimes
716,23,492,0,0,6,13.2,8a:LBtimes
694,9,799,1,1,6,10.8,8a:LBtimes
736,11,628,1,0,6,10.8,8a:LBtimes
717,13,621,0,1,6,13.2,8a:LBtimes
689,15,358,0,0,6,10.8,8a:LBtimes
727,15,484,0,0,6,10.8,8a:LBtimes
410,7,622,0,0,6,16.7,8a:LBtimes
734,21,391,0,1,6,16.7,8a:LBtimes
718,11,423,1,0,6,10.8,8a:LBtimes
708,19,857,1,0,6,16.7,8a:LBtimes
308,11,715,1,0,6,10.8,8a:LBtimes
713,1,857,1,1,6,16.7,8a:LBtimes
723,5,470,0,1,6,10.8,8a:LBtimes
663,23,631,0,0,6,13.2,8a:LBtimes
121,11,578,1,0,6,10.8,8a:LBtimes
744,3,880,1,0,6,13.2,8a:LBtimes
691,23,658,0,0,6,13.2,8a:LBtimes
724,15,658,0,0,6,10.8,8a:LBtimes
729,15,416,0,0,6,10.8,8a:LBtimes
702,17,612,1,1,6,13.2,8a:LBtimes
739,1,593,1,1,6,16.7,8a:LBtimes
701,17,678,1,1,6,13.2,8a:LBtimes
690,13,744,0,1,6,13.2,8a:LBtimes
712,19,917,1,0,6,16.7,8a:LBtimes
31,3,612,1,0,6,13.2,8a:LBtimes
714,9,671,1,1,6,10.8,8a:LBtimes
654,1,593,1,1,6,16.7,8a:LBtimes
730,7,620,0,0,6,16.7,8a:LBtimes
725,11,639,1,0,6,10.8,8a:LBtimes
732,5,552,0,1,7,10.8,8a:LBtimes
721,17,623,1,1,7,13.2,8a:LBtimes
382,15,1207,0,0,7,10.8,8a:LBtimes
692,15,651,0,0,7,10.8,8a:LBtimes
697,3,512,1,0,7,13.2,8a:LBtimes
601,5,576,0,1,7,10.8,8a:LBtimes
740,1,401,1,1,7,16.7,8a:LBtimes
168,19,796,1,0,7,16.7,8a:LBtimes
717,11,503,1,0,7,10.8,8a:LBtimes
318,23,470,0,0,7,13.2,8a:LBtimes
703,9,525,1,1,7,10.8,8a:LBtimes
741,9,795,1,1,7,10.8,8a:LBtimes
727,21,566,0,1,7,16.7,8a:LBtimes
410,23,731,0,0,7,13.2,8a:LBtimes
78,3,782,1,0,7,13.2,8a:LBtimes
698,17,482,1,1,7,13.2,8a:LBtimes
521,3,502,1,0,7,13.2,8a:LBtimes
720,9,679,1,1,7,10.8,8a:LBtimes
718,17,429,1,1,7,13.2,8a:LBtimes
745,17,577,1,1,7,13.2,8a:LBtimes
733,15,598,0,0,7,10.8,8a:LBtimes
308,5,779,0,1,7,10.8,8a:LBtimes
709,13,1231,0,1,7,13.2,8a:LBtimes
723,17,423,1,1,7,13.2,8a:LBtimes
722,5,681,0,1,7,10.8,8a:LBtimes
121,17,551,1,1,7,13.2,8a:LBtimes
743,5,1327,0,1,7,10.8,8a:LBtimes
710,9,614,1,1,7,10.8,8a:LBtimes
724,23,476,0,0,7,13.2,8a:LBtimes
98,13,531,0,1,7,13.2,8a:LBtimes
226,1,1529,1,1,7,16.7,8a:LBtimes
726,7,1368,0,0,7,16.7,8a:LBtimes
674,17,937,1,1,7,13.2,8a:LBtimes
705,11,453,1,0,7,10.8,8a:LBtimes
690,23,1088,0,0,7,13.2,8a:LBtimes
712,13,669,0,1,7,13.2,8a:LBtimes
704,11,599,1,0,7,10.8,8a:LBtimes
688,11,355,1,0,7,10.8,8a:LBtimes
654,1,672,1,1,7,16.7,8a:LBtimes
725,3,598,1,0,7,13.2,8a:LBtimes
695,19,667,1,0,8,16.7,8a:LBtimes
217,15,425,0,0,8,10.8,8a:LBtimes
692,11,739,1,0,8,10.8,8a:LBtimes
601,9,539,1,1,8,10.8,8a:LBtimes
715,7,818,0,0,8,16.7,8a:LBtimes
716,9,533,1,1,8,10.8,8a:LBtimes
740,21,609,0,1,8,16.7,8a:LBtimes
717,5,522,0,1,8,10.8,8a:LBtimes
703,21,736,0,1,8,16.7,8a:LBtimes
741,17,550,1,1,8,13.2,8a:LBtimes
727,7,1016,0,0,8,16.7,8a:LBtimes
78,1,1023,1,1,8,16.7,8a:LBtimes
521,21,468,0,1,8,16.7,8a:LBtimes
720,15,676,0,0,8,10.8,8a:LBtimes
733,1,480,1,1,8,16.7,8a:LBtimes
308,9,683,1,1,8,10.8,8a:LBtimes
713,13,606,0,1,8,13.2,8a:LBtimes
723,11,654,1,0,8,10.8,8a:LBtimes
706,15,600,0,0,8,10.8,8a:LBtimes
700,1,677,1,1,8,16.7,8a:LBtimes
731,13,543,0,1,8,13.2,8a:LBtimes
121,17,527,1,1,8,13.2,8a:LBtimes
710,11,686,1,0,8,10.8,8a:LBtimes
98,3,434,1,0,8,13.2,8a:LBtimes
226,15,732,0,0,8,10.8,8a:LBtimes
702,1,598,1,1,8,16.7,8a:LBtimes
434,15,527,0,0,8,10.8,8a:LBtimes
739,15,602,0,0,8,10.8,8a:LBtimes
701,21,663,0,1,8,16.7,8a:LBtimes
674,23,947,0,0,8,13.2,8a:LBtimes
705,7,446,0,0,8,16.7,8a:LBtimes
690,17,1185,1,1,8,13.2,8a:LBtimes
712,1,536,1,1,8,16.7,8a:LBtimes
704,21,568,0,1,8,16.7,8a:LBtimes
714,1,462,1,1,8,16.7,8a:LBtimes
654,17,515,1,1,8,13.2,8a:LBtimes
730,3,597,1,0,8,13.2,8a:LBtimes
725,23,574,0,0,8,13.2,8a:LBtimes
732,1,543,1,1,9,16.7,8a:LBtimes
721,23,1007,0,0,9,13.2,8a:LBtimes
695,3,528,1,0,9,13.2,8a:LBtimes
697,5,781,0,1,9,10.8,8a:LBtimes
735,23,845,0,0,9,13.2,8a:LBtimes
716,15,641,0,0,9,10.8,8a:LBtimes
740,19,456,1,0,9,16.7,8a:LBtimes
318,13,414,0,1,9,13.2,8a:LBtimes
703,19,437,1,0,9,16.7,8a:LBtimes
707,7,504,0,0,9,16.7,8a:LBtimes
741,1,721,1,1,9,16.7,8a:LBtimes
727,13,686,0,1,9,13.2,8a:LBtimes
78,9,624,1,1,9,10.8,8a:LBtimes
720,23,597,0,0,9,13.2,8a:LBtimes
699,17,556,1,1,9,13.2,8a:LBtimes
718,3,392,1,0,9,13.2,8a:LBtimes
745,15,457,0,0,9,10.8,8a:LBtimes
733,13,457,0,1,9,13.2,8a:LBtimes
713,7,668,0,0,9,16.7,8a:LBtimes
709,5,607,0,1,9,10.8,8a:LBtimes
722,1,581,1,1,9,16.7,8a:LBtimes
313,23,607,0,0,9,13.2,8a:LBtimes
700,15,430,0,0,9,10.8,8a:LBtimes
742,1,580,1,1,9,16.7,8a:LBtimes
121,23,642,0,0,9,13.2,8a:LBtimes
743,23,754,0,0,9,13.2,8a:LBtimes
711,23,526,0,0,9,13.2,8a:LBtimes
744,21,1129,0,1,9,16.7,8a:LBtimes
710,7,646,0,0,9,16.7,8a:LBtimes
724,7,1394,0,0,9,16.7,8a:LBtimes
696,17,742,1,1,9,13.2,8a:LBtimes
98,9,456,1,1,9,10.8,8a:LBtimes
702,17,445,1,1,9,13.2,8a:LBtimes
693,19,415,1,0,9,16.7,8a:LBtimes
739,5,553,0,1,9,10.8,8a:LBtimes
701,7,775,0,0,9,16.7,8a:LBtimes
674,15,490,0,0,9,10.8,8a:LBtimes
705,21,505,0,1,9,16.7,8a:LBtimes
690,7,1241,0,0,9,16.7,8a:LBtimes
704,3,599,1,0,9,13.2,8a:LBtimes
688,3,472,1,0,9,13.2,8a:LBtimes
725,3,558,1,0,9,13.2,8a:LBtimes
732,3,415,1,0,10,13.2,8a:LBtimes
721,23,991,0,0,10,13.2,8a:LBtimes
382,15,807,0,0,10,10.8,8a:LBtimes
692,21,569,0,1,10,16.7,8a:LBtimes
735,13,919,0,1,10,13.2,8a:LBtimes
601,15,521,0,0,10,10.8,8a:LBtimes
715,19,676,1,0,10,16.7,8a:LBtimes
716,5,586,0,1,10,10.8,8a:LBtimes
168,9,964,1,1,10,10.8,8a:LBtimes
736,7,1345,0,0,10,16.7,8a:LBtimes
717,23,433,0,0,10,13.2,8a:LBtimes
689,7,421,0,0,10,16.7,8a:LBtimes
410,13,529,0,1,10,13.2,8a:LBtimes
521,13,423,0,1,10,13.2,8a:LBtimes
699,19,770,1,0,10,16.7,8a:LBtimes
733,21,760,0,1,10,16.7,8a:LBtimes
308,5,507,0,1,10,10.8,8a:LBtimes
713,23,560,0,0,10,13.2,8a:LBtimes
722,3,452,1,0,10,13.2,8a:LBtimes
737,21,1241,0,1,10,16.7,8a:LBtimes
313,3,527,1,0,10,13.2,8a:LBtimes
706,13,1004,0,1,10,13.2,8a:LBtimes
663,13,621,0,1,10,13.2,8a:LBtimes
731,13,630,0,1,10,13.2,8a:LBtimes
742,11,480,1,0,10,10.8,8a:LBtimes
121,1,630,1,1,10,16.7,8a:LBtimes
743,15,575,0,0,10,10.8,8a:LBtimes
691,9,578,1,1,10,10.8,8a:LBtimes
696,1,766,1,1,10,16.7,8a:LBtimes
729,17,444,1,1,10,13.2,8a:LBtimes
226,13,710,0,1,10,13.2,8a:LBtimes
739,3,415,1,0,10,13.2,8a:LBtimes
690,5,871,0,1,10,10.8,8a:LBtimes
712,3,1764,1,0,10,13.2,8a:LBtimes
31,7,716,0,0,10,16.7,8a:LBtimes
654,15,576,0,0,10,10.8,8a:LBtimes
721,19,484,1,0,11,16.7,8a:LBtimes
94,15,743,0,0,11,10.8,8a:LBtimes
382,19,599,1,0,11,16.7,8a:LBtimes
697,21,700,0,1,11,16.7,8a:LBtimes
740,11,512,1,0,11,10.8,8a:LBtimes
318,19,574,1,0,11,16.7,8a:LBtimes
707,13,390,0,1,11,13.2,8a:LBtimes
689,15,460,0,0,11,10.8,8a:LBtimes
410,5,403,0,1,11,10.8,8a:LBtimes
78,7,565,0,0,11,16.7,8a:LBtimes
521,13,407,0,1,11,13.2,8a:LBtimes
718,15,391,0,0,11,10.8,8a:LBtimes
733,1,1214,1,1,11,16.7,8a:LBtimes
308,15,659,0,0,11,10.8,8a:LBtimes
709,19,390,1,0,11,16.7,8a:LBtimes
723,17,588,1,1,11,13.2,8a:LBtimes
722,13,489,0,1,11,13.2,8a:LBtimes
737,15,509,0,0,11,10.8,8a:LBtimes
313,15,752,0,0,11,10.8,8a:LBtimes
706,3,599,1,0,11,13.2,8a:LBtimes
700,7,571,0,0,11,16.7,8a:LBtimes
742,21,560,0,1,11,16.7,8a:LBtimes
121,9,483,1,1,11,10.8,8a:LBtimes
743,5,647,0,1,11,10.8,8a:LBtimes
711,3,630,1,0,11,13.2,8a:LBtimes
710,5,567,0,1,11,10.8,8a:LBtimes
729,1,515,1,1,11,16.7,8a:LBtimes
702,5,677,0,1,11,10.8,8a:LBtimes
434,17,692,1,1,11,13.2,8a:LBtimes
693,7,389,0,0,11,16.7,8a:LBtimes
739,19,912,1,0,11,16.7,8a:LBtimes
690,19,665,1,0,11,16.7,8a:LBtimes
704,9,621,1,1,11,10.8,8a:LBtimes
730,5,528,0,1,11,10.8,8a:LBtimes
719,9,539,1,1,11,10.8,8a:LBtimes
725,13,639,0,1,11,13.2,8a:LBtimes
732,3,479,1,0,12,13.2,8a:LBtimes
697,3,518,1,0,12,13.2,8a:LBtimes
735,1,868,1,1,12,16.7,8a:LBtimes
740,7,505,0,0,12,16.7,8a:LBtimes
168,21,789,0,1,12,16.7,8a:LBtimes
736,15,1017,0,0,12,10.8,8a:LBtimes
703,17,533,1,1,12,13.2,8a:LBtimes
707,13,391,0,1,12,13.2,8a:LBtimes
741,21,673,0,1,12,16.7,8a:LBtimes
734,19,584,1,0,12,16.7,8a:LBtimes
78,9,455,1,1,12,10.8,8a:LBtimes
699,11,859,1,0,12,10.8,8a:LBtimes
708,21,823,0,1,12,16.7,8a:LBtimes
745,11,884,1,0,12,10.8,8a:LBtimes
308,21,580,0,1,12,16.7,8a:LBtimes
713,11,475,1,0,12,10.8,8a:LBtimes
700,11,571,1,0,12,10.8,8a:LBtimes
738,17,517,1,1,12,13.2,8a:LBtimes
731,3,534,1,0,12,13.2,8a:LBtimes
742,1,624,1,1,12,16.7,8a:LBtimes
743,3,565,1,0,12,13.2,8a:LBtimes
724,11,500,1,0,12,10.8,8a:LBtimes
696,3,622,1,0,12,13.2,8a:LBtimes
98,19,1506,1,0,12,16.7,8a:LBtimes
226,19,1115,1,0,12,16.7,8a:LBtimes
693,5,460,0,1,12,10.8,8a:LBtimes
674,13,508,0,1,12,13.2,8a:LBtimes
705,19,464,1,0,12,16.7,8a:LBtimes
31,13,565,0,1,12,13.2,8a:LBtimes
688,21,492,0,1,12,16.7,8a:LBtimes
654,13,647,0,1,12,13.2,8a:LBtimes
721,17,1013,1,1,13,13.2,8a:LBtimes
217,1,441,1,1,13,16.7,8a:LBtimes
692,9,587,1,1,13,10.8,8a:LBtimes
697,13,532,0,1,13,13.2,8a:LBtimes
735,21,891,0,1,13,16.7,8a:LBtimes
601,17,475,1,1,13,13.2,8a:LBtimes
703,1,1255,1,1,13,16.7,8a:LBtimes
741,9,777,1,1,13,10.8,8a:LBtimes
689,17,391,1,1,13,13.2,8a:LBtimes
78,13,542,0,1,13,13.2,8a:LBtimes
698,15,939,0,0,13,10.8,8a:LBtimes
720,19,807,1,0,13,16.7,8a:LBtimes
699,5,818,0,1,13,10.8,8a:LBtimes
718,21,422,0,1,13,16.7,8a:LBtimes
708,15,633,0,0,13,10.8,8a:LBtimes
308,15,611,0,0,13,10.8,8a:LBtimes
713,5,556,0,1,13,10.8,8a:LBtimes
723,21,746,0,1,13,16.7,8a:LBtimes
737,9,1357,1,1,13,10.8,8a:LBtimes
706,5,599,0,1,13,10.8,8a:LBtimes
700,9,474,1,1,13,10.8,8a:LBtimes
738,9,436,1,1,13,10.8,8a:LBtimes
663,7,443,0,0,13,16.7,8a:LBtimes
121,11,566,1,0,13,10.8,8a:LBtimes
711,15,483,0,0,13,10.8,8a:LBtimes
744,19,1119,1,0,13,16.7,8a:LBtimes
710,15,558,0,0,13,10.8,8a:LBtimes
696,7,653,0,0,13,16.7,8a:LBtimes
98,15,478,0,0,13,10.8,8a:LBtimes
729,1,525,1,1,13,16.7,8a:LBtimes
702,19,477,1,0,13,16.7,8a:LBtimes
434,13,677,0,1,13,13.2,8a:LBtimes
739,23,544,0,0,13,13.2,8a:LBtimes
701,5,710,0,1,13,10.8,8a:LBtimes
31,9,1439,1,1,13,10.8,8a:LBtimes
714,23,506,0,0,13,13.2,8a:LBtimes
688,19,549,1,0,13,16.7,8a:LBtimes
654,9,602,1,1,13,10.8,8a:LBtimes
730,5,1176,0,1,13,10.8,8a:LBtimes
721,5,967,0,1,14,10.8,8a:LBtimes
94,19,631,1,0,14,16.7,8a:LBtimes
695,13,496,0,1,14,13.2,8a:LBtimes
217,13,503,0,1,14,13.2,8a:LBtimes
692,23,899,0,0,14,13.2,8a:LBtimes
697,9,510,1,1,14,10.8,8a:LBtimes
735,7,583,0,0,14,16.7,8a:LBtimes
740,17,376,1,1,14,13.2,8a:LBtimes
168,1,837,1,1,14,16.7,8a:LBtimes
717,9,747,1,1,14,10.8,8a:LBtimes
318,21,536,0,1,14,16.7,8a:LBtimes
741,15,795,0,0,14,10.8,8a:LBtimes
410,7,695,0,0,14,16.7,8a:LBtimes
734,15,536,0,0,14,10.8,8a:LBtimes
78,11,543,1,0,14,10.8,8a:LBtimes
521,15,486,0,0,14,10.8,8a:LBtimes
699,21,1246,0,1,14,16.7,8a:LBtimes
745,19,503,1,0,14,16.7,8a:LBtimes
733,15,694,0,0,14,10.8,8a:LBtimes
308,21,507,0,1,14,16.7,8a:LBtimes
713,17,438,1,1,14,13.2,8a:LBtimes
709,23,538,0,0,14,13.2,8a:LBtimes
723,7,514,0,0,14,16.7,8a:LBtimes
722,17,642,1,1,14,13.2,8a:LBtimes
737,7,692,0,0,14,16.7,8a:LBtimes
313,5,734,0,1,14,10.8,8a:LBtimes
706,17,599,1,1,14,13.2,8a:LBtimes
700,17,482,1,1,14,13.2,8a:LBtimes
731,21,717,0,1,14,16.7,8a:LBtimes
742,5,436,0,1,14,10.8,8a:LBtimes
121,3,673,1,0,14,13.2,8a:LBtimes
743,11,796,1,0,14,10.8,8a:LBtimes
711,21,491,0,1,14,16.7,8a:LBtimes
691,3,453,1,0,14,13.2,8a:LBtimes
98,23,491,0,0,14,13.2,8a:LBtimes
226,3,721,1,0,14,13.2,8a:LBtimes
433,9,865,1,1,14,10.8,8a:LBtimes
702,5,492,0,1,14,10.8,8a:LBtimes
434,3,628,1,0,14,13.2,8a:LBtimes
693,21,311,0,1,14,16.7,8a:LBtimes
739,3,531,1,0,14,13.2,8a:LBtimes
701,1,486,1,1,14,16.7,8a:LBtimes
674,17,936,1,1,14,13.2,8a:LBtimes
728,3,540,1,0,14,13.2,8a:LBtimes
712,5,629,0,1,14,10.8,8a:LBtimes
31,19,842,1,0,14,16.7,8a:LBtimes
714,21,2374,0,1,14,16.7,8a:LBtimes
719,11,448,1,0,14,10.8,8a:LBtimes
725,15,862,0,0,14,10.8,8a:LBtimes
732,17,519,1,1,15,13.2,8a:LBtimes
217,19,468,1,0,15,16.7,8a:LBtimes
697,7,631,0,0,15,16.7,8a:LBtimes
735,9,579,1,1,15,10.8,8a:LBtimes
715,23,734,0,0,15,13.2,8a:LBtimes
168,23,661,0,0,15,13.2,8a:LBtimes
694,15,771,0,0,15,10.8,8a:LBtimes
736,5,1610,0,1,15,10.8,8a:LBtimes
318,13,377,0,1,15,13.2,8a:LBtimes
707,5,694,0,1,15,10.8,8a:LBtimes
689,3,385,1,0,15,13.2,8a:LBtimes
410,11,509,1,0,15,10.8,8a:LBtimes
734,19,535,1,0,15,16.7,8a:LBtimes
78,13,1120,0,1,15,13.2,8a:LBtimes
698,9,405,1,1,15,10.8,8a:LBtimes
521,11,439,1,0,15,10.8,8a:LBtimes
720,15,442,0,0,15,10.8,8a:LBtimes
308,23,608,0,0,15,13.2,8a:LBtimes
709,3,791,1,0,15,13.2,8a:LBtimes
723,19,528,1,0,15,16.7,8a:LBtimes
737,19,746,1,0,15,16.7,8a:LBtimes
313,11,519,1,0,15,10.8,8a:LBtimes
738,19,444,1,0,15,16.7,8a:LBtimes
731,11,487,1,0,15,10.8,8a:LBtimes
711,21,538,0,1,15,16.7,8a:LBtimes
691,1,589,1,1,15,16.7,8a:LBtimes
724,17,398,1,1,15,13.2,8a:LBtimes
729,19,406,1,0,15,16.7,8a:LBtimes
433,11,996,1,0,15,10.8,8a:LBtimes
702,1,638,1,1,15,16.7,8a:LBtimes
739,21,401,0,1,15,16.7,8a:LBtimes
704,17,491,1,1,15,13.2,8a:LBtimes
688,13,1502,0,1,15,13.2,8a:LBtimes
654,17,590,1,1,15,13.2,8a:LBtimes
719,13,687,0,1,15,13.2,8a:LBtimes
382,9,662,1,1,16,10.8,8a:LBtimes
695,3,472,1,0,16,13.2,8a:LBtimes
217,7,439,0,0,16,16.7,8a:LBtimes
697,1,487,1,1,16,16.7,8a:LBtimes
