workerid,movieID,reactionTime,PArray,AArray,trialNum,expt
257,8,695,0,0,1,3:Absent
283,8,1350,0,0,1,3:Absent
222,2,1070,1,1,1,3:Absent
279,8,1283,0,0,1,3:Absent
268,6,588,0,1,1,3:Absent
255,6,693,0,1,1,3:Absent
263,4,1361,1,0,1,3:Absent
282,4,1269,1,0,1,3:Absent
23,8,773,0,0,1,3:Absent
272,4,744,1,0,1,3:Absent
258,2,871,1,1,1,3:Absent
275,6,2463,0,1,1,3:Absent
216,2,1636,1,1,1,3:Absent
239,8,2409,0,0,1,3:Absent
244,8,520,0,0,1,3:Absent
250,8,726,0,0,1,3:Absent
280,8,1220,0,0,1,3:Absent
228,8,1072,0,0,1,3:Absent
285,2,922,1,1,1,3:Absent
254,6,753,0,1,1,3:Absent
219,2,1195,1,1,1,3:Absent
271,4,820,1,0,1,3:Absent
251,4,700,1,0,1,3:Absent
238,2,892,1,1,1,3:Absent
245,2,493,1,1,1,3:Absent
214,2,1079,1,1,1,3:Absent
98,6,956,0,1,1,3:Absent
253,6,778,0,1,1,3:Absent
274,6,742,0,1,1,3:Absent
42,2,2718,1,1,1,3:Absent
289,8,971,0,0,1,3:Absent
236,2,786,1,1,1,3:Absent
240,4,635,1,0,1,3:Absent
266,6,566,0,1,1,3:Absent
257,2,824,1,1,2,3:Absent
235,4,1086,1,0,2,3:Absent
279,6,1024,0,1,2,3:Absent
268,6,1139,0,1,2,3:Absent
255,6,418,0,1,2,3:Absent
263,2,792,1,1,2,3:Absent
249,6,542,0,1,2,3:Absent
261,4,888,1,0,2,3:Absent
248,8,381,0,0,2,3:Absent
233,8,479,0,0,2,3:Absent
23,4,1277,1,0,2,3:Absent
216,4,565,1,0,2,3:Absent
239,4,1432,1,0,2,3:Absent
260,6,833,0,1,2,3:Absent
250,8,455,0,0,2,3:Absent
286,4,728,1,0,2,3:Absent
230,4,1050,1,0,2,3:Absent
91,8,2162,0,0,2,3:Absent
277,8,346,0,0,2,3:Absent
227,4,804,1,0,2,3:Absent
226,6,861,0,1,2,3:Absent
228,2,790,1,1,2,3:Absent
243,2,711,1,1,2,3:Absent
232,8,814,0,0,2,3:Absent
285,2,555,1,1,2,3:Absent
254,8,512,0,0,2,3:Absent
223,6,723,0,1,2,3:Absent
217,6,896,0,1,2,3:Absent
256,2,521,1,1,2,3:Absent
245,8,644,0,0,2,3:Absent
252,6,657,0,1,2,3:Absent
234,6,439,0,1,2,3:Absent
289,8,504,0,0,2,3:Absent
240,4,613,1,0,2,3:Absent
221,8,1027,0,0,2,3:Absent
284,6,1143,0,1,2,3:Absent
276,8,880,0,0,3,3:Absent
283,6,759,0,1,3,3:Absent
218,6,586,0,1,3,3:Absent
222,8,479,0,0,3,3:Absent
229,4,1253,1,0,3,3:Absent
235,8,799,0,0,3,3:Absent
