workerid,movieID,reactionTime,PArray,AArray,trialNum,expt
341,5,949,0,1,1,4:Occluder
303,3,746,1,0,1,4:Occluder
328,1,846,1,1,1,4:Occluder
31,3,670,1,0,1,4:Occluder
291,7,925,0,0,1,4:Occluder
324,1,973,1,1,1,4:Occluder
327,3,721,1,0,1,4:Occluder
307,5,495,0,1,1,4:Occluder
330,3,579,1,0,1,4:Occluder
317,7,837,0,0,1,4:Occluder
322,7,887,0,0,1,4:Occluder
326,7,732,0,0,1,4:Occluder
331,7,921,0,0,1,4:Occluder
319,3,966,1,0,1,4:Occluder
338,1,1300,1,1,1,4:Occluder
309,3,575,1,0,1,4:Occluder
316,7,701,0,0,1,4:Occluder
310,3,644,1,0,1,4:Occluder
296,7,734,0,0,1,4:Occluder
292,5,1892,0,1,1,4:Occluder
305,3,774,1,0,2,4:Occluder
341,7,655,0,0,2,4:Occluder
222,7,486,0,0,2,4:Occluder
303,7,431,0,0,2,4:Occluder
328,7,491,0,0,2,4:Occluder
294,3,576,1,0,2,4:Occluder
313,1,768,1,1,2,4:Occluder
315,7,1095,0,0,2,4:Occluder
336,7,1265,0,0,2,4:Occluder
334,7,787,0,0,2,4:Occluder
308,7,1103,0,0,2,4:Occluder
323,1,898,1,1,2,4:Occluder
290,1,786,1,1,2,4:Occluder
330,7,646,0,0,2,4:Occluder
29,5,959,0,1,2,4:Occluder
299,1,349,1,1,2,4:Occluder
317,7,726,0,0,2,4:Occluder
320,1,565,1,1,2,4:Occluder
338,1,725,1,1,2,4:Occluder
309,7,524,0,0,2,4:Occluder
316,3,302,1,0,2,4:Occluder
310,5,1783,0,1,2,4:Occluder
302,7,986,0,0,2,4:Occluder
301,1,946,1,1,2,4:Occluder
191,7,592,0,0,2,4:Occluder
293,3,822,1,0,2,4:Occluder
321,5,1102,0,1,3,4:Occluder
305,5,607,0,1,3,4:Occluder
341,7,406,0,0,3,4:Occluder
303,3,480,1,0,3,4:Occluder
312,1,528,1,1,3,4:Occluder
313,5,768,0,1,3,4:Occluder
31,7,813,0,0,3,4:Occluder
325,1,1024,1,1,3,4:Occluder
337,1,1410,1,1,3,4:Occluder
332,7,906,0,0,3,4:Occluder
308,1,951,1,1,3,4:Occluder
291,7,930,0,0,3,4:Occluder
324,5,574,0,1,3,4:Occluder
306,3,575,1,0,3,4:Occluder
339,3,635,1,0,3,4:Occluder
29,3,487,1,0,3,4:Occluder
335,1,1142,1,1,3,4:Occluder
299,3,479,1,0,3,4:Occluder
320,3,503,1,0,3,4:Occluder
322,7,878,0,0,3,4:Occluder
116,7,502,0,0,3,4:Occluder
338,3,870,1,0,3,4:Occluder
309,1,473,1,1,3,4:Occluder
292,7,1086,0,0,3,4:Occluder
333,3,688,1,0,3,4:Occluder
298,1,1087,1,1,3,4:Occluder
295,5,671,0,1,3,4:Occluder
293,1,826,1,1,3,4:Occluder
311,5,915,0,1,3,4:Occluder
314,3,659,1,0,4,4:Occluder
222,5,552,0,1,4,4:Occluder
303,5,950,0,1,4,4:Occluder
328,5,504,0,1,4,4:Occluder
312,1,609,1,1,4,4:Occluder
313,7,680,0,0,4,4:Occluder
315,3,414,1,0,4,4:Occluder
31,7,848,0,0,4,4:Occluder
325,5,711,0,1,4,4:Occluder
337,1,845,1,1,4,4:Occluder
334,5,776,0,1,4,4:Occluder
291,1,801,1,1,4,4:Occluder
323,7,618,0,0,4,4:Occluder
297,1,1069,1,1,4,4:Occluder
324,3,649,1,0,4,4:Occluder
290,1,770,1,1,4,4:Occluder
29,3,518,1,0,4,4:Occluder
299,1,612,1,1,4,4:Occluder
326,3,572,1,0,4,4:Occluder
331,1,621,1,1,4,4:Occluder
116,3,623,1,0,4,4:Occluder
319,1,688,1,1,4,4:Occluder
318,1,775,1,1,4,4:Occluder
338,1,597,1,1,4,4:Occluder
302,5,1016,0,1,4,4:Occluder
292,3,760,1,0,4,4:Occluder
301,7,664,0,0,4,4:Occluder
191,7,565,0,0,4,4:Occluder
314,5,935,0,1,5,4:Occluder
222,5,629,0,1,5,4:Occluder
328,5,535,0,1,5,4:Occluder
312,7,865,0,0,5,4:Occluder
336,1,630,1,1,5,4:Occluder
332,1,382,1,1,5,4:Occluder
334,3,641,1,0,5,4:Occluder
291,1,855,1,1,5,4:Occluder
324,1,460,1,1,5,4:Occluder
306,5,1954,0,1,5,4:Occluder
290,3,994,1,0,5,4:Occluder
307,1,508,1,1,5,4:Occluder
335,7,847,0,0,5,4:Occluder
322,1,869,1,1,5,4:Occluder
116,5,503,0,1,5,4:Occluder
319,7,1282,0,0,5,4:Occluder
318,7,511,0,0,5,4:Occluder
309,3,580,1,0,5,4:Occluder
316,5,439,0,1,5,4:Occluder
296,7,729,0,0,5,4:Occluder
304,7,692,0,0,5,4:Occluder
333,7,799,0,0,5,4:Occluder
329,1,807,1,1,5,4:Occluder
300,5,887,0,1,5,4:Occluder
298,1,1038,1,1,5,4:Occluder
301,7,784,0,0,5,4:Occluder
293,7,1093,0,0,5,4:Occluder
305,7,990,0,0,6,4:Occluder
341,1,894,1,1,6,4:Occluder
222,7,551,0,0,6,4:Occluder
303,5,773,0,1,6,4:Occluder
328,3,568,1,0,6,4:Occluder
294,3,633,1,0,6,4:Occluder
315,1,607,1,1,6,4:Occluder
337,1,740,1,1,6,4:Occluder
332,1,435,1,1,6,4:Occluder
334,5,641,0,1,6,4:Occluder
308,5,816,0,1,6,4:Occluder
291,3,592,1,0,6,4:Occluder
323,5,962,0,1,6,4:Occluder
297,1,1014,1,1,6,4:Occluder
327,5,747,0,1,6,4:Occluder
307,1,640,1,1,6,4:Occluder
330,3,566,1,0,6,4:Occluder
335,3,720,1,0,6,4:Occluder
340,7,849,0,0,6,4:Occluder
320,3,392,1,0,6,4:Occluder
322,5,960,0,1,6,4:Occluder
331,7,630,0,0,6,4:Occluder
116,1,496,1,1,6,4:Occluder
319,1,1231,1,1,6,4:Occluder
318,5,548,0,1,6,4:Occluder
338,1,774,1,1,6,4:Occluder
316,1,416,1,1,6,4:Occluder
302,5,985,0,1,6,4:Occluder
304,1,651,1,1,6,4:Occluder
333,7,734,0,0,6,4:Occluder
329,7,657,0,0,6,4:Occluder
298,3,1009,1,0,6,4:Occluder
301,7,892,0,0,6,4:Occluder
311,3,495,1,0,6,4:Occluder
321,7,711,0,0,7,4:Occluder
341,3,1487,1,0,7,4:Occluder
314,5,608,0,1,7,4:Occluder
222,7,487,0,0,7,4:Occluder
303,7,589,0,0,7,4:Occluder
328,1,495,1,1,7,4:Occluder
294,7,678,0,0,7,4:Occluder
312,5,1224,0,1,7,4:Occluder
332,5,647,0,1,7,4:Occluder
291,5,1055,0,1,7,4:Occluder
323,7,595,0,0,7,4:Occluder
297,7,1055,0,0,7,4:Occluder
324,7,612,0,0,7,4:Occluder
330,1,643,1,1,7,4:Occluder
331,1,877,1,1,7,4:Occluder
309,1,495,1,1,7,4:Occluder
302,3,1269,1,0,7,4:Occluder
296,3,645,1,0,7,4:Occluder
292,5,823,0,1,7,4:Occluder
333,5,781,0,1,7,4:Occluder
329,5,619,0,1,7,4:Occluder
300,5,747,0,1,7,4:Occluder
298,7,1011,0,0,7,4:Occluder
311,7,919,0,0,7,4:Occluder
321,1,534,1,1,8,4:Occluder
341,1,1478,1,1,8,4:Occluder
328,7,464,0,0,8,4:Occluder
31,5,638,0,1,8,4:Occluder
337,5,1620,0,1,8,4:Occluder
332,3,368,1,0,8,4:Occluder
334,1,745,1,1,8,4:Occluder
291,5,537,0,1,8,4:Occluder
323,1,618,1,1,8,4:Occluder
297,7,590,0,0,8,4:Occluder
306,3,699,1,0,8,4:Occluder
290,1,729,1,1,8,4:Occluder
320,1,454,1,1,8,4:Occluder
322,3,885,1,0,8,4:Occluder
326,3,573,1,0,8,4:Occluder
331,7,526,0,0,8,4:Occluder
116,5,430,0,1,8,4:Occluder
319,1,1576,1,1,8,4:Occluder
310,3,1751,1,0,8,4:Occluder
296,1,710,1,1,8,4:Occluder
292,5,663,0,1,8,4:Occluder
333,7,1673,0,0,8,4:Occluder
298,1,1052,1,1,8,4:Occluder
301,1,1039,1,1,8,4:Occluder
191,3,534,1,0,8,4:Occluder
293,1,1056,1,1,8,4:Occluder
311,3,696,1,0,8,4:Occluder
321,3,630,1,0,9,4:Occluder
305,3,902,1,0,9,4:Occluder
314,7,660,0,0,9,4:Occluder
303,5,788,0,1,9,4:Occluder
328,1,512,1,1,9,4:Occluder
312,3,739,1,0,9,4:Occluder
315,3,408,1,0,9,4:Occluder
31,1,677,1,1,9,4:Occluder
325,3,544,1,0,9,4:Occluder
332,7,393,0,0,9,4:Occluder
308,3,888,1,0,9,4:Occluder
323,3,506,1,0,9,4:Occluder
327,1,677,1,1,9,4:Occluder
307,5,604,0,1,9,4:Occluder
317,5,851,0,1,9,4:Occluder
322,3,760,1,0,9,4:Occluder
331,5,454,0,1,9,4:Occluder
319,5,1245,0,1,9,4:Occluder
318,5,474,0,1,9,4:Occluder
338,5,582,0,1,9,4:Occluder
310,7,1319,0,0,9,4:Occluder
333,1,523,1,1,9,4:Occluder
300,7,740,0,0,9,4:Occluder
301,3,554,1,0,9,4:Occluder
295,7,1911,0,0,9,4:Occluder
293,3,778,1,0,9,4:Occluder
311,5,549,0,1,9,4:Occluder
341,3,1096,1,0,10,4:Occluder
294,7,664,0,0,10,4:Occluder
336,1,1120,1,1,10,4:Occluder
334,7,958,0,0,10,4:Occluder
291,5,680,0,1,10,4:Occluder
323,5,522,0,1,10,4:Occluder
324,1,674,1,1,10,4:Occluder
327,7,529,0,0,10,4:Occluder
339,7,724,0,0,10,4:Occluder
330,5,1733,0,1,10,4:Occluder
340,5,609,0,1,10,4:Occluder
320,3,335,1,0,10,4:Occluder
322,1,568,1,1,10,4:Occluder
326,5,1427,0,1,10,4:Occluder
318,7,536,0,0,10,4:Occluder
310,3,1573,1,0,10,4:Occluder
302,7,1688,0,0,10,4:Occluder
292,3,679,1,0,10,4:Occluder
301,7,669,0,0,10,4:Occluder
295,3,790,1,0,10,4:Occluder
311,3,677,1,0,10,4:Occluder
321,1,447,1,1,11,4:Occluder
222,5,694,0,1,11,4:Occluder
294,5,590,0,1,11,4:Occluder
315,1,680,1,1,11,4:Occluder
337,1,920,1,1,11,4:Occluder
332,3,463,1,0,11,4:Occluder
334,7,488,0,0,11,4:Occluder
