workerid,movieID,reactionTime,PArray,AArray,attentionTime,trialNum,expt
824,91,912,1,1,18.9,8,8b:LBtimes
882,73,728,1,0,14.9,8,8b:LBtimes
792,93,832,1,0,18.9,8,8b:LBtimes
760,57,579,0,0,10.9,8,8b:LBtimes
758,53,661,1,0,10.9,8,8b:LBtimes
847,91,783,1,1,18.9,8,8b:LBtimes
773,53,467,1,0,10.9,8,8b:LBtimes
810,87,488,0,0,16.9,8,8b:LBtimes
806,61,599,1,1,12.9,8,8b:LBtimes
754,77,573,0,0,14.9,8,8b:LBtimes
832,81,511,1,1,16.9,8,8b:LBtimes
455,95,707,0,1,18.9,8,8b:LBtimes
751,75,431,0,1,14.9,8,8b:LBtimes
746,97,933,0,0,18.9,8,8b:LBtimes
826,65,452,0,1,12.9,8,8b:LBtimes
803,73,616,1,0,14.9,8,8b:LBtimes
732,51,1079,1,1,10.9,8,8b:LBtimes
881,61,552,1,1,12.9,8,8b:LBtimes
883,77,385,0,0,14.9,8,8b:LBtimes
867,61,673,1,1,12.9,8,8b:LBtimes
769,97,863,0,0,18.9,8,8b:LBtimes
31,73,539,1,0,14.9,8,8b:LBtimes
752,93,670,1,0,18.9,8,8b:LBtimes
150,53,839,1,0,10.9,8,8b:LBtimes
294,77,782,0,0,14.9,8,8b:LBtimes
474,75,405,0,1,14.9,8,8b:LBtimes
857,95,564,0,1,18.9,8,8b:LBtimes
875,51,614,1,1,10.9,8,8b:LBtimes
876,67,790,0,0,12.9,8,8b:LBtimes
763,77,615,0,0,14.9,8,8b:LBtimes
489,87,535,0,0,16.9,8,8b:LBtimes
749,85,622,0,1,16.9,8,8b:LBtimes
543,95,622,0,1,18.9,8,8b:LBtimes
775,83,475,1,0,16.9,8,8b:LBtimes
870,81,586,1,1,16.9,8,8b:LBtimes
98,65,1199,0,1,12.9,8,8b:LBtimes
863,97,997,0,0,18.9,8,8b:LBtimes
869,77,616,0,0,14.9,8,8b:LBtimes
766,71,470,1,1,14.9,8,8b:LBtimes
842,81,567,1,1,16.9,8,8b:LBtimes
798,61,557,1,1,12.9,8,8b:LBtimes
853,61,416,1,1,12.9,8,8b:LBtimes
510,97,884,0,0,18.9,8,8b:LBtimes
795,71,479,1,1,14.9,8,8b:LBtimes
834,71,593,1,1,14.9,8,8b:LBtimes
822,85,712,0,1,16.9,8,8b:LBtimes
852,95,501,0,1,18.9,8,8b:LBtimes
791,61,530,1,1,12.9,8,8b:LBtimes
757,57,700,0,0,10.9,8,8b:LBtimes
820,97,718,0,0,18.9,8,8b:LBtimes
782,67,520,0,0,12.9,8,8b:LBtimes
823,87,1131,0,0,16.9,8,8b:LBtimes
850,57,519,0,0,10.9,8,8b:LBtimes
817,55,675,0,1,10.9,9,8b:LBtimes
308,97,2106,0,0,18.9,9,8b:LBtimes
776,83,573,1,0,16.9,9,8b:LBtimes
872,73,1368,1,0,14.9,9,8b:LBtimes
512,91,603,1,1,18.9,9,8b:LBtimes
787,53,614,1,0,10.9,9,8b:LBtimes
821,65,438,0,1,12.9,9,8b:LBtimes
796,63,593,1,0,12.9,9,8b:LBtimes
762,91,529,1,1,18.9,9,8b:LBtimes
761,57,913,0,0,10.9,9,8b:LBtimes
807,77,1541,0,0,14.9,9,8b:LBtimes
835,55,420,0,1,10.9,9,8b:LBtimes
877,93,2393,1,0,18.9,9,8b:LBtimes
786,85,775,0,1,16.9,9,8b:LBtimes
874,63,489,1,0,12.9,9,8b:LBtimes
781,67,774,0,0,12.9,9,8b:LBtimes
851,91,669,1,1,18.9,9,8b:LBtimes
554,63,753,1,0,12.9,9,8b:LBtimes
805,65,679,0,1,12.9,9,8b:LBtimes
780,95,710,0,1,18.9,9,8b:LBtimes
793,73,594,1,0,14.9,9,8b:LBtimes
48,91,1460,1,1,18.9,9,8b:LBtimes
771,65,391,0,1,12.9,9,8b:LBtimes
499,97,592,0,0,18.9,9,8b:LBtimes
790,91,566,1,1,18.9,9,8b:LBtimes
759,53,567,1,0,10.9,9,8b:LBtimes
824,75,529,0,1,14.9,9,8b:LBtimes
802,53,507,1,0,10.9,9,8b:LBtimes
882,51,627,1,1,10.9,9,8b:LBtimes
792,55,1184,0,1,10.9,9,8b:LBtimes
760,85,625,0,1,16.9,9,8b:LBtimes
758,67,648,0,0,12.9,9,8b:LBtimes
768,53,476,1,0,10.9,9,8b:LBtimes
847,53,686,1,0,10.9,9,8b:LBtimes
773,73,508,1,0,14.9,9,8b:LBtimes
836,75,431,0,1,14.9,9,8b:LBtimes
810,65,473,0,1,12.9,9,8b:LBtimes
806,75,404,0,1,14.9,9,8b:LBtimes
832,93,753,1,0,18.9,9,8b:LBtimes
751,55,480,0,1,10.9,9,8b:LBtimes
880,57,426,0,0,10.9,9,8b:LBtimes
881,87,409,0,0,16.9,9,8b:LBtimes
883,93,454,1,0,18.9,9,8b:LBtimes
867,65,663,0,1,12.9,9,8b:LBtimes
769,77,445,0,0,14.9,9,8b:LBtimes
831,97,569,0,0,18.9,9,8b:LBtimes
816,63,424,1,0,12.9,9,8b:LBtimes
150,57,677,0,0,10.9,9,8b:LBtimes
859,75,584,0,1,14.9,9,8b:LBtimes
324,85,822,0,1,16.9,9,8b:LBtimes
828,95,842,0,1,18.9,9,8b:LBtimes
801,63,447,1,0,12.9,9,8b:LBtimes
772,53,657,1,0,10.9,9,8b:LBtimes
756,83,752,1,0,16.9,9,8b:LBtimes
159,73,823,1,0,14.9,9,8b:LBtimes
775,75,534,0,1,14.9,9,8b:LBtimes
870,91,590,1,1,18.9,9,8b:LBtimes
861,65,1409,0,1,12.9,9,8b:LBtimes
863,75,722,0,1,14.9,9,8b:LBtimes
409,97,810,0,0,18.9,9,8b:LBtimes
799,73,1384,1,0,14.9,9,8b:LBtimes
814,67,525,0,0,12.9,9,8b:LBtimes
869,93,466,1,0,18.9,9,8b:LBtimes
868,55,1145,0,1,10.9,9,8b:LBtimes
842,95,903,0,1,18.9,9,8b:LBtimes
804,75,742,0,1,14.9,9,8b:LBtimes
774,91,543,1,1,18.9,9,8b:LBtimes
753,93,653,1,0,18.9,9,8b:LBtimes
829,81,584,1,1,16.9,9,8b:LBtimes
798,73,542,1,0,14.9,9,8b:LBtimes
770,53,582,1,0,10.9,9,8b:LBtimes
853,97,417,0,0,18.9,9,8b:LBtimes
858,83,487,1,0,16.9,9,8b:LBtimes
510,77,518,0,0,14.9,9,8b:LBtimes
795,53,624,1,0,10.9,9,8b:LBtimes
840,71,367,1,1,14.9,9,8b:LBtimes
827,87,638,0,0,16.9,9,8b:LBtimes
779,83,718,1,0,16.9,9,8b:LBtimes
778,51,512,1,1,10.9,9,8b:LBtimes
784,63,577,1,0,12.9,9,8b:LBtimes
791,87,464,0,0,16.9,9,8b:LBtimes
820,75,542,0,1,14.9,9,8b:LBtimes
813,87,815,0,0,16.9,9,8b:LBtimes
78,63,646,1,0,12.9,9,8b:LBtimes
848,71,475,1,1,14.9,9,8b:LBtimes
884,97,833,0,0,18.9,9,8b:LBtimes
878,97,615,0,0,18.9,9,8b:LBtimes
873,65,616,0,1,12.9,9,8b:LBtimes
843,77,748,0,0,14.9,10,8b:LBtimes
815,87,1334,0,0,16.9,10,8b:LBtimes
776,85,649,0,1,16.9,10,8b:LBtimes
872,93,390,1,0,18.9,10,8b:LBtimes
787,61,663,1,1,12.9,10,8b:LBtimes
765,91,544,1,1,18.9,10,8b:LBtimes
808,91,622,1,1,18.9,10,8b:LBtimes
855,63,1008,1,0,12.9,10,8b:LBtimes
794,91,934,1,1,18.9,10,8b:LBtimes
833,67,487,0,0,12.9,10,8b:LBtimes
796,93,749,1,0,18.9,10,8b:LBtimes
761,93,878,1,0,18.9,10,8b:LBtimes
807,71,500,1,1,14.9,10,8b:LBtimes
877,63,1256,1,0,12.9,10,8b:LBtimes
750,67,585,0,0,12.9,10,8b:LBtimes
856,77,559,0,0,14.9,10,8b:LBtimes
788,85,758,0,1,16.9,10,8b:LBtimes
786,51,614,1,1,10.9,10,8b:LBtimes
874,95,532,0,1,18.9,10,8b:LBtimes
781,65,576,0,1,12.9,10,8b:LBtimes
554,57,615,0,0,10.9,10,8b:LBtimes
846,83,492,1,0,16.9,10,8b:LBtimes
793,75,532,0,1,14.9,10,8b:LBtimes
755,67,479,0,0,12.9,10,8b:LBtimes
800,51,463,1,1,10.9,10,8b:LBtimes
48,97,383,0,0,18.9,10,8b:LBtimes
811,65,918,0,1,12.9,10,8b:LBtimes
830,55,492,0,1,10.9,10,8b:LBtimes
824,81,532,1,1,16.9,10,8b:LBtimes
882,57,688,0,0,10.9,10,8b:LBtimes
845,75,450,0,1,14.9,10,8b:LBtimes
792,77,1310,0,0,14.9,10,8b:LBtimes
758,81,549,1,1,16.9,10,8b:LBtimes
768,51,754,1,1,10.9,10,8b:LBtimes
847,87,1135,0,0,16.9,10,8b:LBtimes
836,57,334,0,0,10.9,10,8b:LBtimes
832,97,566,0,0,18.9,10,8b:LBtimes
219,61,605,1,1,12.9,10,8b:LBtimes
746,83,741,1,0,16.9,10,8b:LBtimes
803,95,583,0,1,18.9,10,8b:LBtimes
732,63,503,1,0,12.9,10,8b:LBtimes
881,65,402,0,1,12.9,10,8b:LBtimes
769,53,416,1,0,10.9,10,8b:LBtimes
31,75,583,0,1,14.9,10,8b:LBtimes
752,77,399,0,0,14.9,10,8b:LBtimes
831,83,749,1,0,16.9,10,8b:LBtimes
816,71,832,1,1,14.9,10,8b:LBtimes
150,73,427,1,0,14.9,10,8b:LBtimes
859,87,684,0,0,16.9,10,8b:LBtimes
734,73,648,1,0,14.9,10,8b:LBtimes
294,87,640,0,0,16.9,10,8b:LBtimes
324,63,687,1,0,12.9,10,8b:LBtimes
801,77,399,0,0,14.9,10,8b:LBtimes
763,85,739,0,1,16.9,10,8b:LBtimes
489,65,512,0,1,12.9,10,8b:LBtimes
749,73,643,1,0,14.9,10,8b:LBtimes
720,87,975,0,0,16.9,10,8b:LBtimes
772,87,736,0,0,16.9,10,8b:LBtimes
764,91,456,1,1,18.9,10,8b:LBtimes
543,53,443,1,0,10.9,10,8b:LBtimes
838,63,656,1,0,12.9,10,8b:LBtimes
159,67,820,0,0,12.9,10,8b:LBtimes
775,55,407,0,1,10.9,10,8b:LBtimes
870,67,516,0,0,12.9,10,8b:LBtimes
861,83,806,1,0,16.9,10,8b:LBtimes
409,67,719,0,0,12.9,10,8b:LBtimes
869,97,488,0,0,18.9,10,8b:LBtimes
766,83,650,1,0,16.9,10,8b:LBtimes
868,65,992,0,1,12.9,10,8b:LBtimes
842,93,711,1,0,18.9,10,8b:LBtimes
804,61,497,1,1,12.9,10,8b:LBtimes
844,57,497,0,0,10.9,10,8b:LBtimes
865,83,241,1,0,16.9,10,8b:LBtimes
753,75,542,0,1,14.9,10,8b:LBtimes
829,73,486,1,0,14.9,10,8b:LBtimes
798,85,595,0,1,16.9,10,8b:LBtimes
858,71,535,1,1,14.9,10,8b:LBtimes
839,63,566,1,0,12.9,10,8b:LBtimes
827,71,349,1,1,14.9,10,8b:LBtimes
779,67,643,0,0,12.9,10,8b:LBtimes
778,97,557,0,0,18.9,10,8b:LBtimes
784,93,646,1,0,18.9,10,8b:LBtimes
822,73,735,1,0,14.9,10,8b:LBtimes
791,71,408,1,1,14.9,10,8b:LBtimes
820,63,569,1,0,12.9,10,8b:LBtimes
813,51,629,1,1,10.9,10,8b:LBtimes
748,91,636,1,1,18.9,10,8b:LBtimes
767,63,534,1,0,12.9,10,8b:LBtimes
873,87,509,0,0,16.9,10,8b:LBtimes
843,55,841,0,1,10.9,11,8b:LBtimes
776,73,453,1,0,14.9,11,8b:LBtimes
821,57,574,0,0,10.9,11,8b:LBtimes
837,65,357,0,1,12.9,11,8b:LBtimes
761,75,690,0,1,14.9,11,8b:LBtimes
835,65,597,0,1,12.9,11,8b:LBtimes
877,61,1312,1,1,12.9,11,8b:LBtimes
777,77,1757,0,0,14.9,11,8b:LBtimes
750,55,750,0,1,10.9,11,8b:LBtimes
788,97,949,0,0,18.9,11,8b:LBtimes
874,53,1276,1,0,10.9,11,8b:LBtimes
851,83,650,1,0,16.9,11,8b:LBtimes
805,81,535,1,1,16.9,11,8b:LBtimes
818,67,467,0,0,12.9,11,8b:LBtimes
860,81,567,1,1,16.9,11,8b:LBtimes
797,95,486,0,1,18.9,11,8b:LBtimes
793,85,455,0,1,16.9,11,8b:LBtimes
48,95,914,0,1,18.9,11,8b:LBtimes
546,77,577,0,0,14.9,11,8b:LBtimes
789,83,373,1,0,16.9,11,8b:LBtimes
812,61,539,1,1,12.9,11,8b:LBtimes
759,91,751,1,1,18.9,11,8b:LBtimes
802,67,559,0,0,12.9,11,8b:LBtimes
882,93,681,1,0,18.9,11,8b:LBtimes
845,55,521,0,1,10.9,11,8b:LBtimes
792,91,744,1,1,18.9,11,8b:LBtimes
758,65,647,0,1,12.9,11,8b:LBtimes
773,57,484,0,0,10.9,11,8b:LBtimes
754,81,492,1,1,16.9,11,8b:LBtimes
832,57,588,0,0,10.9,11,8b:LBtimes
219,73,527,1,0,14.9,11,8b:LBtimes
455,81,867,1,1,16.9,11,8b:LBtimes
751,65,496,0,1,12.9,11,8b:LBtimes
826,51,616,1,1,10.9,11,8b:LBtimes
732,85,718,0,1,16.9,11,8b:LBtimes
881,55,507,0,1,10.9,11,8b:LBtimes
883,73,385,1,0,14.9,11,8b:LBtimes
867,85,548,0,1,16.9,11,8b:LBtimes
769,73,797,1,0,14.9,11,8b:LBtimes
31,95,536,0,1,18.9,11,8b:LBtimes
859,83,590,1,0,16.9,11,8b:LBtimes
294,73,719,1,0,14.9,11,8b:LBtimes
474,91,707,1,1,18.9,11,8b:LBtimes
857,71,748,1,1,14.9,11,8b:LBtimes
864,71,703,1,1,14.9,11,8b:LBtimes
763,61,680,1,1,12.9,11,8b:LBtimes
489,81,1217,1,1,16.9,11,8b:LBtimes
854,93,2116,1,0,18.9,11,8b:LBtimes
720,75,488,0,1,14.9,11,8b:LBtimes
756,97,912,0,0,18.9,11,8b:LBtimes
543,65,544,0,1,12.9,11,8b:LBtimes
838,87,647,0,0,16.9,11,8b:LBtimes
159,85,612,0,1,16.9,11,8b:LBtimes
775,71,476,1,1,14.9,11,8b:LBtimes
870,77,560,0,0,14.9,11,8b:LBtimes
98,93,1061,1,0,18.9,11,8b:LBtimes
863,65,944,0,1,12.9,11,8b:LBtimes
409,77,743,0,0,14.9,11,8b:LBtimes
799,95,768,0,1,18.9,11,8b:LBtimes
814,61,630,1,1,12.9,11,8b:LBtimes
804,93,546,1,0,18.9,11,8b:LBtimes
774,81,396,1,1,16.9,11,8b:LBtimes
829,83,415,1,0,16.9,11,8b:LBtimes
770,67,542,0,0,12.9,11,8b:LBtimes
858,55,534,0,1,10.9,11,8b:LBtimes
839,95,768,0,1,18.9,11,8b:LBtimes
840,85,589,0,1,16.9,11,8b:LBtimes
827,57,462,0,0,10.9,11,8b:LBtimes
778,83,490,1,0,16.9,11,8b:LBtimes
819,71,1022,1,1,14.9,11,8b:LBtimes
78,97,566,0,0,18.9,11,8b:LBtimes
782,51,436,1,1,10.9,11,8b:LBtimes
848,67,485,0,0,12.9,11,8b:LBtimes
850,85,606,0,1,16.9,11,8b:LBtimes
884,65,642,0,1,12.9,11,8b:LBtimes
878,85,502,0,1,16.9,11,8b:LBtimes
843,75,784,0,1,14.9,12,8b:LBtimes
817,87,838,0,0,16.9,12,8b:LBtimes
765,55,1820,0,1,10.9,12,8b:LBtimes
808,83,454,1,0,16.9,12,8b:LBtimes
821,77,454,0,0,14.9,12,8b:LBtimes
762,95,742,0,1,18.9,12,8b:LBtimes
837,61,347,1,1,12.9,12,8b:LBtimes
807,55,686,0,1,10.9,12,8b:LBtimes
835,87,577,0,0,16.9,12,8b:LBtimes
877,53,1977,1,0,10.9,12,8b:LBtimes
777,65,791,0,1,12.9,12,8b:LBtimes
786,97,565,0,0,18.9,12,8b:LBtimes
781,55,559,0,1,10.9,12,8b:LBtimes
780,77,487,0,0,14.9,12,8b:LBtimes
793,65,373,0,1,12.9,12,8b:LBtimes
755,53,462,1,0,10.9,12,8b:LBtimes
546,83,552,1,0,16.9,12,8b:LBtimes
771,67,510,0,0,12.9,12,8b:LBtimes
499,95,574,0,1,18.9,12,8b:LBtimes
789,87,455,0,0,16.9,12,8b:LBtimes
811,93,967,1,0,18.9,12,8b:LBtimes
812,77,525,0,0,14.9,12,8b:LBtimes
824,61,528,1,1,12.9,12,8b:LBtimes
802,97,411,0,0,18.9,12,8b:LBtimes
845,85,396,0,1,16.9,12,8b:LBtimes
792,83,534,1,0,16.9,12,8b:LBtimes
760,93,664,1,0,18.9,12,8b:LBtimes
866,87,674,0,0,16.9,12,8b:LBtimes
768,63,583,1,0,12.9,12,8b:LBtimes
810,53,477,1,0,10.9,12,8b:LBtimes
806,63,447,1,0,12.9,12,8b:LBtimes
455,61,1082,1,1,12.9,12,8b:LBtimes
803,51,536,1,1,10.9,12,8b:LBtimes
881,73,496,1,0,14.9,12,8b:LBtimes
883,87,464,0,0,16.9,12,8b:LBtimes
31,91,817,1,1,18.9,12,8b:LBtimes
859,53,567,1,0,10.9,12,8b:LBtimes
734,77,712,0,0,14.9,12,8b:LBtimes
857,57,550,0,0,10.9,12,8b:LBtimes
875,85,549,0,1,16.9,12,8b:LBtimes
876,87,783,0,0,16.9,12,8b:LBtimes
324,91,1015,1,1,18.9,12,8b:LBtimes
801,83,382,1,0,16.9,12,8b:LBtimes
328,81,416,1,1,16.9,12,8b:LBtimes
879,51,417,1,1,10.9,12,8b:LBtimes
854,71,574,1,1,14.9,12,8b:LBtimes
720,83,900,1,0,16.9,12,8b:LBtimes
772,95,664,0,1,18.9,12,8b:LBtimes
756,73,662,1,0,14.9,12,8b:LBtimes
825,55,750,0,1,10.9,12,8b:LBtimes
159,81,652,1,1,16.9,12,8b:LBtimes
775,91,588,1,1,18.9,12,8b:LBtimes
861,51,655,1,1,10.9,12,8b:LBtimes
409,93,686,1,0,18.9,12,8b:LBtimes
869,61,660,1,1,12.9,12,8b:LBtimes
766,73,490,1,0,14.9,12,8b:LBtimes
868,91,995,1,1,18.9,12,8b:LBtimes
844,93,2324,1,0,18.9,12,8b:LBtimes
829,97,488,0,0,18.9,12,8b:LBtimes
798,51,431,1,1,10.9,12,8b:LBtimes
510,93,701,1,0,18.9,12,8b:LBtimes
839,97,466,0,0,18.9,12,8b:LBtimes
840,53,358,1,0,10.9,12,8b:LBtimes
827,65,432,0,1,12.9,12,8b:LBtimes
779,85,747,0,1,16.9,12,8b:LBtimes
784,57,555,0,0,10.9,12,8b:LBtimes
834,63,739,1,0,12.9,12,8b:LBtimes
849,51,1591,1,1,10.9,12,8b:LBtimes
791,83,398,1,0,16.9,12,8b:LBtimes
820,51,521,1,1,10.9,12,8b:LBtimes
78,95,1039,0,1,18.9,12,8b:LBtimes
782,55,460,0,1,10.9,12,8b:LBtimes
748,83,978,1,0,16.9,12,8b:LBtimes
823,73,759,1,0,14.9,12,8b:LBtimes
862,61,727,1,1,12.9,12,8b:LBtimes
767,91,743,1,1,18.9,12,8b:LBtimes
884,77,611,0,0,14.9,12,8b:LBtimes
843,95,816,0,1,18.9,13,8b:LBtimes
815,73,454,1,0,14.9,13,8b:LBtimes
787,87,801,0,0,16.9,13,8b:LBtimes
765,51,959,1,1,10.9,13,8b:LBtimes
855,81,709,1,1,16.9,13,8b:LBtimes
794,55,562,0,1,10.9,13,8b:LBtimes
833,91,553,1,1,18.9,13,8b:LBtimes
762,63,528,1,0,12.9,13,8b:LBtimes
777,71,705,1,1,14.9,13,8b:LBtimes
750,87,646,0,0,16.9,13,8b:LBtimes
554,73,503,1,0,14.9,13,8b:LBtimes
805,73,567,1,0,14.9,13,8b:LBtimes
846,95,670,0,1,18.9,13,8b:LBtimes
818,77,583,0,0,14.9,13,8b:LBtimes
871,91,1393,1,1,18.9,13,8b:LBtimes
860,75,703,0,1,14.9,13,8b:LBtimes
797,81,777,1,1,16.9,13,8b:LBtimes
789,57,480,0,0,10.9,13,8b:LBtimes
830,63,851,1,0,12.9,13,8b:LBtimes
812,73,541,1,0,14.9,13,8b:LBtimes
824,85,529,0,1,16.9,13,8b:LBtimes
809,61,632,1,1,12.9,13,8b:LBtimes
866,91,847,1,1,18.9,13,8b:LBtimes
785,51,704,1,1,10.9,13,8b:LBtimes
783,75,590,0,1,14.9,13,8b:LBtimes
768,73,498,1,0,14.9,13,8b:LBtimes
847,61,696,1,1,12.9,13,8b:LBtimes
810,73,384,1,0,14.9,13,8b:LBtimes
806,77,527,0,0,14.9,13,8b:LBtimes
832,87,978,0,0,16.9,13,8b:LBtimes
455,63,543,1,0,12.9,13,8b:LBtimes
751,77,474,0,0,14.9,13,8b:LBtimes
880,83,715,1,0,16.9,13,8b:LBtimes
883,61,430,1,1,12.9,13,8b:LBtimes
769,63,847,1,0,12.9,13,8b:LBtimes
31,51,535,1,1,10.9,13,8b:LBtimes
831,53,608,1,0,10.9,13,8b:LBtimes
816,75,864,0,1,14.9,13,8b:LBtimes
859,97,589,0,0,18.9,13,8b:LBtimes
734,93,647,1,0,18.9,13,8b:LBtimes
294,63,689,1,0,12.9,13,8b:LBtimes
875,83,521,1,0,16.9,13,8b:LBtimes
876,53,752,1,0,10.9,13,8b:LBtimes
864,55,558,0,1,10.9,13,8b:LBtimes
828,85,563,0,1,16.9,13,8b:LBtimes
801,95,415,0,1,18.9,13,8b:LBtimes
763,51,843,1,1,10.9,13,8b:LBtimes
854,51,1419,1,1,10.9,13,8b:LBtimes
720,67,524,0,0,12.9,13,8b:LBtimes
764,81,619,1,1,16.9,13,8b:LBtimes
861,53,652,1,0,10.9,13,8b:LBtimes
98,83,398,1,0,16.9,13,8b:LBtimes
863,53,782,1,0,10.9,13,8b:LBtimes
409,87,744,0,0,16.9,13,8b:LBtimes
841,63,454,1,0,12.9,13,8b:LBtimes
814,87,634,0,0,16.9,13,8b:LBtimes
869,81,584,1,1,16.9,13,8b:LBtimes
766,97,442,0,0,18.9,13,8b:LBtimes
868,95,1476,0,1,18.9,13,8b:LBtimes
774,85,590,0,1,16.9,13,8b:LBtimes
865,95,485,0,1,18.9,13,8b:LBtimes
829,87,414,0,0,16.9,13,8b:LBtimes
798,57,557,0,0,10.9,13,8b:LBtimes
770,83,455,1,0,16.9,13,8b:LBtimes
853,63,718,1,0,12.9,13,8b:LBtimes
510,83,575,1,0,16.9,13,8b:LBtimes
795,63,528,1,0,12.9,13,8b:LBtimes
840,93,566,1,0,18.9,13,8b:LBtimes
827,61,349,1,1,12.9,13,8b:LBtimes
778,61,531,1,1,12.9,13,8b:LBtimes
834,55,787,0,1,10.9,13,8b:LBtimes
822,67,687,0,0,12.9,13,8b:LBtimes
852,87,462,0,0,16.9,13,8b:LBtimes
849,53,526,1,0,10.9,13,8b:LBtimes
791,77,491,0,0,14.9,13,8b:LBtimes
820,67,622,0,0,12.9,13,8b:LBtimes
813,61,1353,1,1,12.9,13,8b:LBtimes
819,81,844,1,1,16.9,13,8b:LBtimes
748,55,682,0,1,10.9,13,8b:LBtimes
848,51,701,1,1,10.9,13,8b:LBtimes
850,53,751,1,0,10.9,13,8b:LBtimes
862,71,639,1,1,14.9,13,8b:LBtimes
308,91,1488,1,1,18.9,14,8b:LBtimes
747,75,577,0,1,14.9,14,8b:LBtimes
808,73,838,1,0,14.9,14,8b:LBtimes
794,61,409,1,1,12.9,14,8b:LBtimes
821,63,493,1,0,12.9,14,8b:LBtimes
796,87,773,0,0,16.9,14,8b:LBtimes
837,77,395,0,0,14.9,14,8b:LBtimes
761,53,622,1,0,10.9,14,8b:LBtimes
777,93,1622,1,0,18.9,14,8b:LBtimes
788,95,900,0,1,18.9,14,8b:LBtimes
786,57,759,0,0,10.9,14,8b:LBtimes
874,91,832,1,1,18.9,14,8b:LBtimes
781,95,600,0,1,18.9,14,8b:LBtimes
851,61,651,1,1,12.9,14,8b:LBtimes
860,57,583,0,0,10.9,14,8b:LBtimes
780,55,745,0,1,10.9,14,8b:LBtimes
793,81,619,1,1,16.9,14,8b:LBtimes
800,57,882,0,0,10.9,14,8b:LBtimes
48,65,567,0,1,12.9,14,8b:LBtimes
546,73,576,1,0,14.9,14,8b:LBtimes
830,57,720,0,0,10.9,14,8b:LBtimes
759,81,599,1,1,16.9,14,8b:LBtimes
824,73,529,1,0,14.9,14,8b:LBtimes
809,67,672,0,0,12.9,14,8b:LBtimes
802,65,487,0,1,12.9,14,8b:LBtimes
760,61,606,1,1,12.9,14,8b:LBtimes
866,51,773,1,1,10.9,14,8b:LBtimes
758,95,591,0,1,18.9,14,8b:LBtimes
847,81,606,1,1,16.9,14,8b:LBtimes
773,81,484,1,1,16.9,14,8b:LBtimes
836,65,367,0,1,12.9,14,8b:LBtimes
810,57,465,0,0,10.9,14,8b:LBtimes
754,61,613,1,1,12.9,14,8b:LBtimes
219,91,1012,1,1,18.9,14,8b:LBtimes
455,97,843,0,0,18.9,14,8b:LBtimes
751,97,670,0,0,18.9,14,8b:LBtimes
746,87,760,0,0,16.9,14,8b:LBtimes
880,81,631,1,1,16.9,14,8b:LBtimes
803,77,583,0,0,14.9,14,8b:LBtimes
883,75,384,0,1,14.9,14,8b:LBtimes
867,67,549,0,0,12.9,14,8b:LBtimes
769,85,1424,0,1,16.9,14,8b:LBtimes
752,83,566,1,0,16.9,14,8b:LBtimes
816,85,751,0,1,16.9,14,8b:LBtimes
150,71,522,1,1,14.9,14,8b:LBtimes
857,51,787,1,1,10.9,14,8b:LBtimes
876,71,774,1,1,14.9,14,8b:LBtimes
324,73,511,1,0,14.9,14,8b:LBtimes
828,65,532,0,1,12.9,14,8b:LBtimes
801,85,424,0,1,16.9,14,8b:LBtimes
749,97,616,0,0,18.9,14,8b:LBtimes
328,51,711,1,1,10.9,14,8b:LBtimes
764,73,379,1,0,14.9,14,8b:LBtimes
159,71,655,1,1,14.9,14,8b:LBtimes
98,91,386,1,1,18.9,14,8b:LBtimes
842,67,631,0,0,12.9,14,8b:LBtimes
753,65,605,0,1,12.9,14,8b:LBtimes
770,93,446,1,0,18.9,14,8b:LBtimes
839,87,568,0,0,16.9,14,8b:LBtimes
827,81,392,1,1,16.9,14,8b:LBtimes
779,53,731,1,0,10.9,14,8b:LBtimes
834,93,794,1,0,18.9,14,8b:LBtimes
852,57,455,0,0,10.9,14,8b:LBtimes
849,71,567,1,1,14.9,14,8b:LBtimes
757,53,784,1,0,10.9,14,8b:LBtimes
78,65,742,0,1,12.9,14,8b:LBtimes
748,61,582,1,1,12.9,14,8b:LBtimes
850,65,751,0,1,12.9,14,8b:LBtimes
862,97,613,0,0,18.9,14,8b:LBtimes
884,81,730,1,1,16.9,14,8b:LBtimes
878,57,631,0,0,10.9,14,8b:LBtimes
308,55,2146,0,1,10.9,15,8b:LBtimes
872,65,426,0,1,12.9,15,8b:LBtimes
512,63,514,1,0,12.9,15,8b:LBtimes
794,57,502,0,0,10.9,15,8b:LBtimes
833,53,488,1,0,10.9,15,8b:LBtimes
837,75,337,0,1,14.9,15,8b:LBtimes
807,87,887,0,0,16.9,15,8b:LBtimes
877,91,630,1,1,18.9,15,8b:LBtimes
777,83,558,1,0,16.9,15,8b:LBtimes
750,65,709,0,1,12.9,15,8b:LBtimes
856,87,688,0,0,16.9,15,8b:LBtimes
874,83,530,1,0,16.9,15,8b:LBtimes
781,85,521,0,1,16.9,15,8b:LBtimes
554,53,663,1,0,10.9,15,8b:LBtimes
846,97,499,0,0,18.9,15,8b:LBtimes
818,61,743,1,1,12.9,15,8b:LBtimes
860,55,552,0,1,10.9,15,8b:LBtimes
780,57,640,0,0,10.9,15,8b:LBtimes
797,61,756,1,1,12.9,15,8b:LBtimes
793,95,577,0,1,18.9,15,8b:LBtimes
