data_id,age,comprehension,production,language,form,birth_order,ethnicity,sex,zygosity,norming,longitudinal,source_name,mom_ed
51747,23,237,237,English,WS,Fourth,Other,Male,NA,TRUE,FALSE,Marchman,College
51748,21,206,206,English,WS,Third,Black,Male,NA,TRUE,FALSE,Marchman,Secondary
51749,23,91,91,English,WS,Fourth,Other,Female,NA,TRUE,FALSE,Marchman,Secondary
51750,24,266,266,English,WS,Third,Hispanic,Female,NA,TRUE,FALSE,Marchman,Some College
51751,23,66,66,English,WS,Second,Hispanic,Female,NA,TRUE,FALSE,Marchman,Some Secondary
51752,19,72,72,English,WS,Second,Hispanic,Female,NA,TRUE,FALSE,Marchman,Some Secondary
51753,27,183,183,English,WS,Second,Other,Male,NA,TRUE,FALSE,Marchman,Secondary
51754,28,212,212,English,WS,Second,Hispanic,Male,NA,TRUE,FALSE,Marchman,Some Secondary
51755,28,226,226,English,WS,Second,Hispanic,Female,NA,TRUE,FALSE,Marchman,Secondary
51756,27,289,289,English,WS,Second,Black,Female,NA,TRUE,FALSE,Marchman,Secondary
51757,17,39,39,English,WS,Fifth,Hispanic,Female,NA,TRUE,FALSE,Marchman,Some Secondary
51758,27,65,65,English,WS,Fourth,Hispanic,Female,NA,TRUE,FALSE,Marchman,Secondary
51759,28,301,301,English,WS,Fourth,Hispanic,Male,NA,TRUE,FALSE,Marchman,Secondary
51760,18,45,45,English,WS,Second,Hispanic,Male,NA,TRUE,FALSE,Marchman,Some Secondary
51761,30,530,530,English,WS,Third,Black,Male,NA,TRUE,FALSE,Marchman,Some Secondary
51762,29,603,603,English,WS,Second,Black,Male,NA,TRUE,FALSE,Marchman,Some College
51763,29,201,201,English,WS,Third,Hispanic,Female,NA,TRUE,FALSE,Marchman,Secondary
51764,23,25,25,English,WS,Third,Other,Female,NA,TRUE,FALSE,Marchman,Some College
51765,18,11,11,English,WS,Second,Hispanic,Male,NA,TRUE,FALSE,Marchman,Some Secondary
51766,24,219,219,English,WS,Seventh,Other,Female,NA,TRUE,FALSE,Marchman,Some College
51767,29,338,338,English,WS,Third,Hispanic,Female,NA,TRUE,FALSE,Marchman,Some College
51768,25,220,220,English,WS,Second,Black,Male,NA,TRUE,FALSE,Marchman,Secondary
51769,30,643,643,English,WS,Third,Black,Male,NA,TRUE,FALSE,Marchman,Some Secondary
51770,25,229,229,English,WS,Second,Hispanic,Male,NA,TRUE,FALSE,Marchman,Secondary
51771,21,264,264,English,WS,Second,Black,Female,NA,TRUE,FALSE,Marchman,Some College
51772,24,165,165,English,WS,Second,Other,Female,NA,TRUE,FALSE,Marchman,Some Secondary
51773,28,320,320,English,WS,Second,Other,Male,NA,TRUE,FALSE,Marchman,Some Secondary
51774,26,532,532,English,WS,Fourth,Other,Male,NA,TRUE,FALSE,Marchman,Secondary
51775,29,44,44,English,WS,Third,White,Female,NA,TRUE,FALSE,Marchman,Some Secondary
51776,21,13,13,English,WS,Second,White,Male,NA,TRUE,FALSE,Marchman,Secondary
51777,23,535,535,English,WS,Second,Other,Male,NA,TRUE,FALSE,Marchman,Secondary
51778,27,132,132,English,WS,Third,Black,Male,NA,TRUE,FALSE,Marchman,Some Secondary
51779,25,671,671,English,WS,Second,White,Female,NA,TRUE,FALSE,Marchman,Secondary
51780,20,20,20,English,WS,Second,Asian,Female,NA,TRUE,FALSE,Marchman,Some College
51781,28,193,193,English,WS,Third,Other,Male,NA,TRUE,FALSE,Marchman,Some Secondary
51782,22,362,362,English,WS,Third,White,Male,NA,TRUE,FALSE,Marchman,Secondary
51783,29,462,462,English,WS,Second,Other,Male,NA,TRUE,FALSE,Marchman,Some College
51784,28,414,414,English,WS,Second,Black,Female,NA,TRUE,FALSE,Marchman,Secondary
51785,21,149,149,English,WS,Third,Other,Male,NA,TRUE,FALSE,Marchman,Some College
51786,27,224,224,English,WS,Second,Hispanic,Female,NA,TRUE,FALSE,Marchman,Some Secondary
51787,25,296,296,English,WS,Second,Black,Male,NA,TRUE,FALSE,Marchman,Some College
51788,17,319,319,English,WS,Second,Black,Male,NA,TRUE,FALSE,Marchman,Secondary
51789,25,407,407,English,WS,Second,Other,Male,NA,TRUE,FALSE,Marchman,Secondary
51790,30,514,514,English,WS,Second,Other,Female,NA,TRUE,FALSE,Marchman,Secondary
51791,26,270,270,English,WS,Fourth,Black,Male,NA,TRUE,FALSE,Marchman,Secondary
51792,25,395,395,English,WS,Second,Hispanic,Female,NA,TRUE,FALSE,Marchman,Some Secondary
51793,24,517,517,English,WS,Second,Black,Male,NA,TRUE,FALSE,Marchman,Some College
51794,18,293,293,English,WS,Second,Hispanic,Male,NA,TRUE,FALSE,Marchman,Secondary
51795,18,1,1,English,WS,Fifth,Hispanic,Male,NA,TRUE,FALSE,Marchman,Some Secondary
51796,21,183,183,English,WS,Second,Hispanic,Female,NA,TRUE,FALSE,Marchman,Some Secondary
51797,22,31,31,English,WS,Third,Hispanic,Male,NA,TRUE,FALSE,Marchman,Secondary
51798,27,150,150,English,WS,Second,Hispanic,Female,NA,TRUE,FALSE,Marchman,Primary
51799,21,139,139,English,WS,Second,Hispanic,Male,NA,TRUE,FALSE,Marchman,Secondary
51800,20,118,118,English,WS,Third,Other,Female,NA,TRUE,FALSE,Marchman,Some College
51801,24,371,371,English,WS,Second,Other,Female,NA,TRUE,FALSE,Marchman,Some College
51802,29,611,611,English,WS,Fourth,Hispanic,Female,NA,TRUE,FALSE,Marchman,Some College
51803,25,144,144,English,WS,Second,Other,Female,NA,TRUE,FALSE,Marchman,Secondary
51804,19,225,225,English,WS,Fourth,Black,Female,NA,TRUE,FALSE,Marchman,Some College
51805,27,144,144,English,WS,Second,Other,Male,NA,TRUE,FALSE,Marchman,Secondary
51806,24,177,177,English,WS,Second,Other,Male,NA,TRUE,FALSE,Marchman,Some Secondary
51807,27,228,228,English,WS,Fifth,Black,Male,NA,TRUE,FALSE,Marchman,Secondary
51808,29,286,286,English,WS,Second,Black,Male,NA,TRUE,FALSE,Marchman,Some Secondary
51809,20,141,141,English,WS,Fourth,Other,Female,NA,TRUE,FALSE,Marchman,Some College
51810,27,124,124,English,WS,Third,Other,Male,NA,TRUE,FALSE,Marchman,Secondary
51811,22,272,272,English,WS,Third,Other,Male,NA,TRUE,FALSE,Marchman,Some Secondary
51812,17,67,67,English,WS,Third,White,Male,NA,TRUE,FALSE,Marchman,Some College
51813,27,555,555,English,WS,Second,White,Male,NA,TRUE,FALSE,Marchman,Some Secondary
51814,19,32,32,English,WS,Second,White,Male,NA,TRUE,FALSE,Marchman,Secondary
51815,28,189,189,English,WS,Second,Hispanic,Female,NA,TRUE,FALSE,Marchman,Secondary
51816,25,321,321,English,WS,Fifth,Black,Female,NA,TRUE,FALSE,Marchman,Some College
51817,23,233,233,English,WS,Fourth,Hispanic,Female,NA,TRUE,FALSE,Marchman,Secondary
51818,22,21,21,English,WS,Third,White,Male,NA,TRUE,FALSE,Marchman,Some College
51819,29,186,186,English,WS,Second,White,Female,NA,TRUE,FALSE,Marchman,Some College
51820,20,173,173,English,WS,Second,Other,Male,NA,TRUE,FALSE,Marchman,Secondary
51821,22,121,121,English,WS,Third,Hispanic,Male,NA,TRUE,FALSE,Marchman,Some College
51822,20,62,62,English,WS,Third,Other,Male,NA,TRUE,FALSE,Marchman,Some Secondary
51823,27,457,457,English,WS,Fourth,Hispanic,Female,NA,TRUE,FALSE,Marchman,Secondary
51824,21,18,18,English,WS,Third,White,Female,NA,TRUE,FALSE,Marchman,Some College
51825,28,361,361,English,WS,Third,Other,Female,NA,TRUE,FALSE,Marchman,Some College
51826,21,3,3,English,WS,Third,Other,Female,NA,TRUE,FALSE,Marchman,Primary
51827,23,175,175,English,WS,Third,Black,Male,NA,TRUE,FALSE,Marchman,Secondary
51828,20,59,59,English,WS,Fourth,Hispanic,Male,NA,TRUE,FALSE,Marchman,Some Secondary
51829,29,182,182,English,WS,Fifth,White,Female,NA,TRUE,FALSE,Marchman,Some College
51830,26,458,458,English,WS,Second,Hispanic,Male,NA,TRUE,FALSE,Marchman,Some Secondary
51831,17,11,11,English,WS,Second,Hispanic,Female,NA,TRUE,FALSE,Marchman,Some College
51832,25,87,87,English,WS,Second,White,Female,NA,TRUE,FALSE,Marchman,Secondary
51833,17,55,55,English,WS,Second,Black,Male,NA,TRUE,FALSE,Marchman,Secondary
51834,16,72,72,English,WS,Third,Other,Female,NA,TRUE,FALSE,Marchman,College
51835,16,16,16,English,WS,Third,Hispanic,Female,NA,TRUE,FALSE,Marchman,Secondary
51836,29,63,63,English,WS,Second,Hispanic,Male,NA,TRUE,FALSE,Marchman,Secondary
51837,20,148,148,English,WS,Sixth,White,Female,NA,TRUE,FALSE,Marchman,Graduate
51838,21,131,131,English,WS,Fourth,Hispanic,Male,NA,TRUE,FALSE,Marchman,Secondary
51839,22,52,52,English,WS,Second,White,Female,NA,TRUE,FALSE,Marchman,Some College
51840,28,370,370,English,WS,Fourth,Hispanic,Female,NA,TRUE,FALSE,Marchman,Secondary
51841,17,226,226,English,WS,Fourth,Other,Male,NA,TRUE,FALSE,Marchman,Secondary
51842,26,456,456,English,WS,Third,Asian,Male,NA,TRUE,FALSE,Marchman,Secondary
51843,17,22,22,English,WS,Fourth,Hispanic,Male,NA,TRUE,FALSE,Marchman,Some College
51844,16,36,36,English,WS,Third,Other,Male,NA,TRUE,FALSE,Marchman,Secondary
51845,19,92,92,English,WS,Third,Hispanic,Male,NA,TRUE,FALSE,Marchman,Primary
51846,21,32,32,English,WS,Second,Hispanic,Female,NA,TRUE,FALSE,Marchman,Some Secondary
51847,16,9,9,English,WS,Second,Black,Male,NA,TRUE,FALSE,Marchman,Some College
51848,26,54,54,English,WS,Second,Other,Male,NA,TRUE,FALSE,Marchman,Some Secondary
51849,22,327,327,English,WS,Third,White,Female,NA,TRUE,FALSE,Marchman,Secondary
51850,29,369,369,English,WS,Second,Hispanic,Male,NA,TRUE,FALSE,Marchman,Secondary
51851,24,34,34,English,WS,Second,White,Male,NA,TRUE,FALSE,Marchman,Secondary
51852,23,66,66,English,WS,Second,White,Female,NA,TRUE,FALSE,Marchman,Some Secondary
51853,28,386,386,English,WS,Second,Other,Female,NA,TRUE,FALSE,Marchman,Some Secondary
51854,20,190,190,English,WS,Second,Other,Female,NA,TRUE,FALSE,Marchman,Secondary
51855,19,23,23,English,WS,Second,Black,Male,NA,TRUE,FALSE,Marchman,Some College
51856,29,297,297,English,WS,Second,Hispanic,Female,NA,TRUE,FALSE,Marchman,Some Secondary
51857,21,73,73,English,WS,Third,Other,Male,NA,TRUE,FALSE,Marchman,Secondary
51858,25,138,138,English,WS,Second,Hispanic,Male,NA,TRUE,FALSE,Marchman,Secondary
51859,29,496,496,English,WS,Third,White,Male,NA,TRUE,FALSE,Marchman,Secondary
51860,24,92,92,English,WS,Second,Other,Female,NA,TRUE,FALSE,Marchman,College
51861,18,59,59,English,WS,Third,White,Female,NA,TRUE,FALSE,Marchman,Some College
51862,20,156,156,English,WS,Second,Black,Male,NA,TRUE,FALSE,Marchman,Some College
51863,27,570,570,English,WS,Second,White,Female,NA,TRUE,FALSE,Marchman,Some College
51864,28,350,350,English,WS,Fourth,Black,Male,NA,TRUE,FALSE,Marchman,Secondary
51865,22,28,28,English,WS,Second,White,Male,NA,TRUE,FALSE,Marchman,Some Secondary
51866,29,315,315,English,WS,Third,Other,Male,NA,TRUE,FALSE,Marchman,Secondary
51867,25,41,41,English,WS,Third,Hispanic,Male,NA,TRUE,FALSE,Marchman,Secondary
51868,26,502,502,English,WS,Second,Other,Female,NA,TRUE,FALSE,Marchman,Some Secondary
51869,25,415,415,English,WS,Third,White,Female,NA,TRUE,FALSE,Marchman,Secondary
51870,21,68,68,English,WS,Second,White,Male,NA,TRUE,FALSE,Marchman,Secondary
51871,23,109,109,English,WS,Second,White,Female,NA,TRUE,FALSE,Marchman,Secondary
51872,17,17,17,English,WS,Second,Hispanic,Male,NA,TRUE,FALSE,Marchman,Some Secondary
51873,23,145,145,English,WS,Second,Other,Male,NA,TRUE,FALSE,Marchman,College
51874,21,86,86,English,WS,Third,White,Male,NA,TRUE,FALSE,Marchman,Some College
51875,21,151,151,English,WS,Third,Other,Male,NA,TRUE,FALSE,Marchman,Some College
51876,21,160,160,English,WS,Second,Other,Female,NA,TRUE,FALSE,Marchman,Some Secondary
51877,27,584,584,English,WS,Third,Other,Female,NA,TRUE,FALSE,Marchman,Some College
51878,26,466,466,English,WS,Third,Other,Female,NA,TRUE,FALSE,Marchman,Some Secondary
51879,24,148,148,English,WS,Second,Other,Male,NA,TRUE,FALSE,Marchman,Some College
51880,20,219,219,English,WS,Third,White,Female,NA,TRUE,FALSE,Marchman,Some College
51881,28,540,540,English,WS,Fourth,Hispanic,Male,NA,TRUE,FALSE,Marchman,Some Secondary
51882,23,160,160,English,WS,Fourth,Black,Male,NA,TRUE,FALSE,Marchman,Secondary
51883,20,23,23,English,WS,Third,Other,Male,NA,TRUE,FALSE,Marchman,Some Secondary
51884,26,247,247,English,WS,Second,White,Male,NA,TRUE,FALSE,Marchman,Secondary
51885,30,117,117,English,WS,Third,Hispanic,Male,NA,TRUE,FALSE,Marchman,Some College
51886,28,387,387,English,WS,Sixth,White,Female,NA,TRUE,FALSE,Marchman,Some Secondary
51887,29,375,375,English,WS,Fourth,Black,Male,NA,TRUE,FALSE,Marchman,Some College
51888,25,564,564,English,WS,Fourth,Other,Male,NA,TRUE,FALSE,Marchman,Secondary
51889,27,300,300,English,WS,Sixth,White,Male,NA,TRUE,FALSE,Marchman,Some College
51890,19,111,111,English,WS,Second,Other,Female,NA,TRUE,FALSE,Marchman,Secondary
51891,25,178,178,English,WS,Second,Other,Male,NA,TRUE,FALSE,Marchman,Secondary
51892,22,44,44,English,WS,Second,White,Female,NA,TRUE,FALSE,Marchman,Some Secondary
51893,20,296,296,English,WS,Second,Hispanic,Male,NA,TRUE,FALSE,Marchman,Some Graduate
51894,26,183,183,English,WS,Third,White,Male,NA,TRUE,FALSE,Marchman,Some Secondary
51895,30,451,451,English,WS,Second,White,Female,NA,TRUE,FALSE,Marchman,Some College
51896,22,385,385,English,WS,Second,Other,Female,NA,TRUE,FALSE,Marchman,Some College
51897,23,169,169,English,WS,Fourth,White,Female,NA,TRUE,FALSE,Marchman,Some Secondary
51898,25,551,551,English,WS,Third,Black,Female,NA,TRUE,FALSE,Marchman,Some College
51899,22,49,49,English,WS,Second,White,Female,NA,TRUE,FALSE,Marchman,Secondary
51900,27,262,262,English,WS,Fifth,Black,Male,NA,TRUE,FALSE,Marchman,Secondary
51901,18,23,23,English,WS,Third,Black,Male,NA,TRUE,FALSE,Marchman,Secondary
51902,20,4,4,English,WS,Third,Hispanic,Male,NA,TRUE,FALSE,Marchman,Some Secondary
51903,18,99,99,English,WS,Third,Other,Male,NA,TRUE,FALSE,Marchman,Some Secondary
51904,20,104,104,English,WS,Third,Hispanic,Male,NA,TRUE,FALSE,Marchman,Some College
51905,23,259,259,English,WS,Third,White,Male,NA,TRUE,FALSE,Marchman,Secondary
51906,26,131,131,English,WS,Second,White,Male,NA,TRUE,FALSE,Marchman,Secondary
51907,27,503,503,English,WS,Fourth,White,Male,NA,TRUE,FALSE,Marchman,Secondary
51908,27,522,522,English,WS,First,White,Female,NA,TRUE,FALSE,Marchman,Secondary
51909,26,547,547,English,WS,Fourth,White,Female,NA,TRUE,FALSE,Marchman,Secondary
51910,21,476,476,English,WS,Third,White,Male,NA,TRUE,FALSE,Marchman,Secondary
51911,28,451,451,English,WS,First,White,Female,NA,TRUE,FALSE,Marchman,Secondary
51912,26,47,47,English,WS,Third,White,Male,NA,TRUE,FALSE,Marchman,Secondary
51913,26,570,570,English,WS,Second,White,Male,NA,TRUE,FALSE,Marchman,Secondary
51914,29,75,75,English,WS,Second,White,Male,NA,TRUE,FALSE,Marchman,Secondary
51915,25,541,541,English,WS,Second,White,Female,NA,TRUE,FALSE,Marchman,Secondary
51916,30,603,603,English,WS,Second,White,Male,NA,TRUE,FALSE,Marchman,Secondary
51917,25,139,139,English,WS,First,White,Female,NA,TRUE,FALSE,Marchman,Secondary
51918,27,215,215,English,WS,First,White,Female,NA,TRUE,FALSE,Marchman,Secondary
51919,27,677,677,English,WS,First,White,Female,NA,TRUE,FALSE,Marchman,Secondary
51920,25,23,23,English,WS,Third,White,Female,NA,TRUE,FALSE,Marchman,Secondary
51921,28,414,414,English,WS,Third,White,Male,NA,TRUE,FALSE,Marchman,Secondary
51922,27,134,134,English,WS,Fourth,White,Female,NA,TRUE,FALSE,Marchman,Secondary
51923,25,163,163,English,WS,Third,White,Female,NA,TRUE,FALSE,Marchman,Secondary
51924,25,479,479,English,WS,First,White,Male,NA,TRUE,FALSE,Marchman,Secondary
51925,27,366,366,English,WS,Second,White,Female,NA,TRUE,FALSE,Marchman,Secondary
51926,28,433,433,English,WS,Second,White,Male,NA,TRUE,FALSE,Marchman,Secondary
51927,27,29,29,English,WS,Fourth,White,Male,NA,TRUE,FALSE,Marchman,Secondary
51928,27,424,424,English,WS,First,White,Male,NA,TRUE,FALSE,Marchman,Secondary
51929,27,295,295,English,WS,Third,White,Female,NA,TRUE,FALSE,Marchman,Secondary
51930,30,324,324,English,WS,Second,Black,Female,NA,TRUE,FALSE,Marchman,College
51931,19,60,60,English,WS,Fourth,Black,Female,NA,TRUE,FALSE,Marchman,Some College
51932,25,45,45,English,WS,Fourth,Other,Male,NA,TRUE,FALSE,Marchman,College
51933,25,38,38,English,WS,First,Black,Male,NA,TRUE,FALSE,Marchman,Some Secondary
51934,27,307,307,English,WS,Second,Black,Female,NA,TRUE,FALSE,Marchman,Some Secondary
51935,24,172,172,English,WS,First,Black,Female,NA,TRUE,FALSE,Marchman,Some Secondary
51936,21,554,554,English,WS,First,Black,Male,NA,TRUE,FALSE,Marchman,Secondary
51937,19,580,580,English,WS,First,Black,Female,NA,TRUE,FALSE,Marchman,Some Secondary
51938,28,106,106,English,WS,First,Black,Male,NA,TRUE,FALSE,Marchman,Primary
51939,22,327,327,English,WS,Third,Black,Female,NA,TRUE,FALSE,Marchman,Some Secondary
51940,16,83,83,English,WS,First,Black,Male,NA,TRUE,FALSE,Marchman,Some College
51941,27,374,374,English,WS,Third,Black,Female,NA,TRUE,FALSE,Marchman,Some Secondary
51942,21,152,152,English,WS,Third,Black,Male,NA,TRUE,FALSE,Marchman,Some College
51943,30,357,357,English,WS,Third,Black,Male,NA,TRUE,FALSE,Marchman,Secondary
51944,18,42,42,English,WS,Second,Black,Female,NA,TRUE,FALSE,Marchman,Some College
51945,17,21,21,English,WS,Second,Black,Female,NA,TRUE,FALSE,Marchman,Secondary
51946,27,235,235,English,WS,Second,Other,Male,NA,TRUE,FALSE,Marchman,College
51947,18,127,127,English,WS,Fourth,Black,Female,NA,TRUE,FALSE,Marchman,Some College
51948,22,425,425,English,WS,Third,Black,Female,NA,TRUE,FALSE,Marchman,Secondary
51949,22,179,179,English,WS,First,Black,Female,NA,TRUE,FALSE,Marchman,Secondary
51950,19,29,29,English,WS,First,Black,Female,NA,TRUE,FALSE,Marchman,Secondary
51951,28,516,516,English,WS,Third,Black,Female,NA,TRUE,FALSE,Marchman,Secondary
51952,17,111,111,English,WS,First,Black,Male,NA,TRUE,FALSE,Marchman,Some Secondary
51953,18,76,76,English,WS,First,Black,Male,NA,TRUE,FALSE,Marchman,Some Secondary
51954,29,173,173,English,WS,First,Black,Male,NA,TRUE,FALSE,Marchman,Secondary
51955,22,76,76,English,WS,First,Black,Male,NA,TRUE,FALSE,Marchman,Secondary
51956,16,83,83,English,WS,First,Black,Male,NA,TRUE,FALSE,Marchman,Some College
51957,26,657,657,English,WS,First,Black,Female,NA,TRUE,FALSE,Marchman,Some Secondary
51958,20,137,137,English,WS,First,Black,Male,NA,TRUE,FALSE,Marchman,Some Secondary
51959,28,276,276,English,WS,First,Black,Female,NA,TRUE,FALSE,Marchman,Secondary
51960,28,362,362,English,WS,Third,Black,Female,NA,TRUE,FALSE,Marchman,Some Secondary
51961,20,475,475,English,WS,First,Black,Female,NA,TRUE,FALSE,Marchman,Secondary
51962,17,290,290,English,WS,First,Black,Male,NA,TRUE,FALSE,Marchman,Secondary
51963,28,607,607,English,WS,First,Black,Male,NA,TRUE,FALSE,Marchman,Some Secondary
51964,27,314,314,English,WS,Third,Black,Male,NA,TRUE,FALSE,Marchman,Some Secondary
51965,20,226,226,English,WS,First,Black,Female,NA,TRUE,FALSE,Marchman,Some Secondary
51966,30,337,337,English,WS,First,Black,Female,NA,TRUE,FALSE,Marchman,Some Secondary
51967,30,566,566,English,WS,Second,Black,Male,NA,TRUE,FALSE,Marchman,Secondary
51968,27,607,607,English,WS,Second,Black,Male,NA,TRUE,FALSE,Marchman,Some College
51969,26,354,354,English,WS,Fifth,Black,Female,NA,TRUE,FALSE,Marchman,Some Secondary
51970,23,326,326,English,WS,First,Black,Male,NA,TRUE,FALSE,Marchman,Secondary
51971,26,338,338,English,WS,First,Black,Female,NA,TRUE,FALSE,Marchman,Some Secondary
51972,21,169,169,English,WS,First,Black,Male,NA,TRUE,FALSE,Marchman,Some Secondary
51973,16,7,7,English,WS,Second,Black,Female,NA,TRUE,FALSE,Marchman,Some Secondary
51974,17,25,25,English,WS,First,Black,Male,NA,TRUE,FALSE,Marchman,Some Secondary
51975,19,52,52,English,WS,First,Black,Male,NA,TRUE,FALSE,Marchman,Some College
51976,19,434,434,English,WS,First,Black,Female,NA,TRUE,FALSE,Marchman,Some Secondary
51977,21,10,10,English,WS,Third,Black,Male,NA,TRUE,FALSE,Marchman,Secondary
51978,25,77,77,English,WS,Second,Black,Male,NA,TRUE,FALSE,Marchman,Secondary
51979,25,457,457,English,WS,Fourth,Black,Male,NA,TRUE,FALSE,Marchman,College
51980,25,151,151,English,WS,First,Black,Male,NA,TRUE,FALSE,Marchman,Graduate
51981,20,50,50,English,WS,Second,Black,Female,NA,TRUE,FALSE,Marchman,Some College
51982,29,381,381,English,WS,First,Black,Female,NA,TRUE,FALSE,Marchman,Some College
51983,26,212,212,English,WS,Third,Black,Male,NA,TRUE,FALSE,Marchman,Some Secondary
51984,27,116,116,English,WS,Second,Black,Male,NA,TRUE,FALSE,Marchman,Primary
51985,24,245,245,English,WS,Third,Black,Male,NA,TRUE,FALSE,Marchman,Secondary
51986,20,65,65,English,WS,First,Black,Female,NA,TRUE,FALSE,Marchman,Some Secondary
51987,24,417,417,English,WS,First,Black,Female,NA,TRUE,FALSE,Marchman,College
51988,19,25,25,English,WS,First,Black,Male,NA,TRUE,FALSE,Marchman,Secondary
51989,24,394,394,English,WS,First,White,Male,NA,TRUE,FALSE,Marchman,College
51990,19,85,85,English,WS,Third,White,Male,NA,TRUE,FALSE,Marchman,Some Secondary
51991,27,111,111,English,WS,Second,White,Male,NA,TRUE,FALSE,Marchman,Graduate
51992,25,199,199,English,WS,Second,White,Male,NA,TRUE,FALSE,Marchman,Graduate
51993,20,370,370,English,WS,First,White,Female,NA,TRUE,FALSE,Marchman,Some College
51994,29,639,639,English,WS,First,Hispanic,Female,NA,TRUE,FALSE,Marchman,Graduate
51995,21,312,312,English,WS,First,White,Male,NA,TRUE,FALSE,Marchman,Graduate
