data_id,age,comprehension,production,language,form,birth_order,ethnicity,sex,zygosity,norming,longitudinal,source_name,mom_ed
52549,24,184,184,English,WS,First,White,Male,NA,TRUE,FALSE,Marchman,College
52550,18,374,374,English,WS,First,White,Female,NA,TRUE,FALSE,Marchman,College
52551,18,191,191,English,WS,First,White,Female,NA,TRUE,FALSE,Marchman,Graduate
52552,18,79,79,English,WS,First,White,Female,NA,TRUE,FALSE,Marchman,Some College
52553,25,394,394,English,WS,First,White,Female,NA,TRUE,FALSE,Marchman,Secondary
52554,26,484,484,English,WS,Second,White,Male,NA,TRUE,FALSE,Marchman,College
52555,24,475,475,English,WS,First,White,Female,NA,TRUE,FALSE,Marchman,College
52556,25,642,642,English,WS,First,White,Female,NA,TRUE,FALSE,Marchman,Some College
52557,18,19,19,English,WS,First,White,Male,NA,TRUE,FALSE,Marchman,Graduate
52558,18,131,131,English,WS,Second,White,Male,NA,TRUE,FALSE,Marchman,College
52559,18,206,206,English,WS,Second,White,Female,NA,TRUE,FALSE,Marchman,Secondary
52560,24,246,246,English,WS,Second,White,Female,NA,TRUE,FALSE,Marchman,Graduate
52561,24,503,503,English,WS,Third,White,Male,NA,TRUE,FALSE,Marchman,Graduate
52562,17,120,120,English,WS,Third,White,Female,NA,TRUE,FALSE,Marchman,College
52563,17,89,89,English,WS,First,White,Male,NA,TRUE,FALSE,Marchman,Some Secondary
52564,18,180,180,English,WS,Second,White,Male,NA,TRUE,FALSE,Marchman,Some College
52565,17,40,40,English,WS,Second,White,Female,NA,TRUE,FALSE,Marchman,Secondary
52566,18,14,14,English,WS,Second,White,Female,NA,TRUE,FALSE,Marchman,Graduate
52567,23,545,545,English,WS,Second,White,Female,NA,TRUE,FALSE,Marchman,Graduate
52568,27,548,548,English,WS,First,White,Male,NA,TRUE,FALSE,Marchman,Secondary
52569,25,269,269,English,WS,Second,White,Female,NA,TRUE,FALSE,Marchman,Secondary
52570,25,521,521,English,WS,First,White,Female,NA,TRUE,FALSE,Marchman,Graduate
52571,24,471,471,English,WS,First,White,Male,NA,TRUE,FALSE,Marchman,College
52572,24,66,66,English,WS,First,White,Female,NA,TRUE,FALSE,Marchman,College
52573,23,456,456,English,WS,Second,White,Female,NA,TRUE,FALSE,Marchman,Graduate
52574,23,310,310,English,WS,Fourth,White,Female,NA,TRUE,FALSE,Marchman,Secondary
52575,23,196,196,English,WS,Third,White,Female,NA,TRUE,FALSE,Marchman,Graduate
52576,23,440,440,English,WS,Second,White,Female,NA,TRUE,FALSE,Marchman,Graduate
52577,24,668,668,English,WS,First,White,Female,NA,TRUE,FALSE,Marchman,Some Graduate
52578,23,259,259,English,WS,First,White,Female,NA,TRUE,FALSE,Marchman,College
52579,22,391,391,English,WS,Second,White,Female,NA,TRUE,FALSE,Marchman,College
52580,24,454,454,English,WS,First,White,Male,NA,TRUE,FALSE,Marchman,Graduate
52581,23,531,531,English,WS,Third,White,Male,NA,TRUE,FALSE,Marchman,College
52582,22,42,42,English,WS,First,White,Female,NA,TRUE,FALSE,Marchman,College
52583,22,493,493,English,WS,First,White,Female,NA,TRUE,FALSE,Marchman,Some Secondary
52584,22,583,583,English,WS,First,White,Female,NA,TRUE,FALSE,Marchman,Secondary
52585,22,68,68,English,WS,Third,White,Female,NA,TRUE,FALSE,Marchman,Secondary
52586,22,210,210,English,WS,First,White,Male,NA,TRUE,FALSE,Marchman,Graduate
52587,22,255,255,English,WS,First,White,Female,NA,TRUE,FALSE,Marchman,Graduate
52588,23,317,317,English,WS,First,White,Male,NA,TRUE,FALSE,Marchman,Secondary
52589,22,238,238,English,WS,Second,White,Female,NA,TRUE,FALSE,Marchman,Graduate
52590,23,442,442,English,WS,Second,White,Male,NA,TRUE,FALSE,Marchman,Graduate
52591,22,316,316,English,WS,First,White,Female,NA,TRUE,FALSE,Marchman,Secondary
52592,22,286,286,English,WS,First,White,Male,NA,TRUE,FALSE,Marchman,Graduate
52593,22,402,402,English,WS,Second,White,Female,NA,TRUE,FALSE,Marchman,Some College
52594,22,80,80,English,WS,First,White,Female,NA,TRUE,FALSE,Marchman,College
52595,28,383,383,English,WS,Second,White,Female,NA,TRUE,FALSE,Marchman,Some College
52596,20,99,99,English,WS,First,White,Female,NA,TRUE,FALSE,Marchman,Secondary
52597,19,139,139,English,WS,First,White,Male,NA,TRUE,FALSE,Marchman,Some College
52598,19,170,170,English,WS,First,White,Female,NA,TRUE,FALSE,Marchman,College
52599,19,136,136,English,WS,First,White,Female,NA,TRUE,FALSE,Marchman,College
52600,19,42,42,English,WS,First,White,Male,NA,TRUE,FALSE,Marchman,College
52601,19,476,476,English,WS,First,White,Male,NA,TRUE,FALSE,Marchman,Secondary
52602,19,64,64,English,WS,Third,White,Female,NA,TRUE,FALSE,Marchman,Some College
52603,17,34,34,English,WS,First,White,Female,NA,TRUE,FALSE,Marchman,Graduate
52604,20,118,118,English,WS,Second,White,Male,NA,TRUE,FALSE,Marchman,Some College
52605,16,65,65,English,WS,Third,White,Female,NA,TRUE,FALSE,Marchman,Graduate
52606,28,559,559,English,WS,Second,White,Female,NA,TRUE,FALSE,Marchman,College
52607,29,641,641,English,WS,Second,White,Female,NA,TRUE,FALSE,Marchman,College
52608,29,550,550,English,WS,Second,White,Male,NA,TRUE,FALSE,Marchman,Secondary
52609,28,618,618,English,WS,Second,White,Female,NA,TRUE,FALSE,Marchman,Secondary
52610,27,264,264,English,WS,Second,White,Female,NA,TRUE,FALSE,Marchman,Secondary
52611,25,445,445,English,WS,Second,White,Female,NA,TRUE,FALSE,Marchman,Secondary
52612,24,427,427,English,WS,First,White,Male,NA,TRUE,FALSE,Marchman,College
52613,29,526,526,English,WS,Second,White,Male,NA,TRUE,FALSE,Marchman,Secondary
52614,20,42,42,English,WS,Second,White,Female,NA,TRUE,FALSE,Marchman,College
52615,20,193,193,English,WS,Third,White,Male,NA,TRUE,FALSE,Marchman,Secondary
52616,22,396,396,English,WS,Second,White,Female,NA,TRUE,FALSE,Marchman,Graduate
52617,20,232,232,English,WS,Second,White,Female,NA,TRUE,FALSE,Marchman,Some College
52618,22,320,320,English,WS,Second,White,Male,NA,TRUE,FALSE,Marchman,College
52619,20,285,285,English,WS,First,White,Male,NA,TRUE,FALSE,Marchman,College
52620,20,544,544,English,WS,Third,White,Male,NA,TRUE,FALSE,Marchman,Secondary
52621,20,116,116,English,WS,Second,White,Male,NA,TRUE,FALSE,Marchman,Secondary
52622,20,36,36,English,WS,First,White,Female,NA,TRUE,FALSE,Marchman,Secondary
52623,29,473,473,English,WS,First,White,Female,NA,TRUE,FALSE,Marchman,Secondary
52624,20,314,314,English,WS,First,White,Female,NA,TRUE,FALSE,Marchman,Secondary
52625,20,222,222,English,WS,First,White,Male,NA,TRUE,FALSE,Marchman,Some College
52626,20,292,292,English,WS,Second,White,Male,NA,TRUE,FALSE,Marchman,Graduate
52627,20,69,69,English,WS,Fourth,White,Male,NA,TRUE,FALSE,Marchman,Some Secondary
52628,20,81,81,English,WS,Second,White,Male,NA,TRUE,FALSE,Marchman,College
52629,20,310,310,English,WS,First,White,Female,NA,TRUE,FALSE,Marchman,Secondary
52630,20,176,176,English,WS,First,White,Male,NA,TRUE,FALSE,Marchman,Some College
52631,30,593,593,English,WS,Third,White,Female,NA,TRUE,FALSE,Marchman,Graduate
52632,22,111,111,English,WS,First,White,Female,NA,TRUE,FALSE,Marchman,Some College
52633,21,415,415,English,WS,Second,White,Male,NA,TRUE,FALSE,Marchman,Some College
52634,20,167,167,English,WS,Second,White,Female,NA,TRUE,FALSE,Marchman,College
52635,21,164,164,English,WS,Second,Black,Female,NA,TRUE,FALSE,Marchman,College
52636,20,217,217,English,WS,First,White,Female,NA,TRUE,FALSE,Marchman,Some College
52637,23,536,536,English,WS,Second,White,Female,NA,TRUE,FALSE,Marchman,Some Graduate
52638,29,255,255,English,WS,Second,White,Male,NA,TRUE,FALSE,Marchman,Graduate
52639,20,485,485,English,WS,Second,White,Female,NA,TRUE,FALSE,Marchman,Some College
52640,30,582,582,English,WS,First,White,Female,NA,TRUE,FALSE,Marchman,Secondary
52641,30,560,560,English,WS,Second,White,Female,NA,TRUE,FALSE,Marchman,Some College
52642,30,657,657,English,WS,First,White,Female,NA,TRUE,FALSE,Marchman,Some College
52643,30,654,654,English,WS,First,White,Female,NA,TRUE,FALSE,Marchman,Secondary
52644,30,617,617,English,WS,First,White,Female,NA,TRUE,FALSE,Marchman,Secondary
52645,21,471,471,English,WS,First,White,Female,NA,TRUE,FALSE,Marchman,Secondary
52646,29,460,460,English,WS,Second,White,Female,NA,TRUE,FALSE,Marchman,College
52647,30,541,541,English,WS,Second,White,Female,NA,TRUE,FALSE,Marchman,College
52648,18,127,127,English,WS,First,White,Male,NA,TRUE,FALSE,Marchman,Secondary
52649,17,281,281,English,WS,Second,White,Female,NA,TRUE,FALSE,Marchman,College
52650,30,629,629,English,WS,First,White,Female,NA,TRUE,FALSE,Marchman,College
52651,30,482,482,English,WS,Second,White,Female,NA,TRUE,FALSE,Marchman,College
52652,18,186,186,English,WS,Second,White,Male,NA,TRUE,FALSE,Marchman,Some College
52653,28,463,463,English,WS,First,White,Female,NA,TRUE,FALSE,Marchman,Some College
52654,16,71,71,English,WS,Second,White,Female,NA,TRUE,FALSE,Marchman,Graduate
52655,17,50,50,English,WS,First,White,Female,NA,TRUE,FALSE,Marchman,Graduate
52656,16,15,15,English,WS,First,White,Male,NA,TRUE,FALSE,Marchman,College
52657,16,17,17,English,WS,Second,White,Male,NA,TRUE,FALSE,Marchman,Secondary
52658,16,107,107,English,WS,First,White,Male,NA,TRUE,FALSE,Marchman,College
52659,25,188,188,English,WS,First,White,Male,NA,TRUE,FALSE,Marchman,Some College
52660,25,319,319,English,WS,Second,White,Male,NA,TRUE,FALSE,Marchman,College
52661,30,597,597,English,WS,Second,White,Female,NA,TRUE,FALSE,Marchman,Some College
52662,29,284,284,English,WS,First,Black,Male,NA,TRUE,FALSE,Marchman,Some College
52663,20,219,219,English,WS,Third,White,Female,NA,TRUE,FALSE,Marchman,Some College
52664,20,78,78,English,WS,Second,White,Male,NA,TRUE,FALSE,Marchman,College
52665,24,35,35,English,WS,First,White,Male,NA,TRUE,FALSE,Marchman,College
52666,20,273,273,English,WS,Second,White,Female,NA,TRUE,FALSE,Marchman,Some College
52667,21,36,36,English,WS,Second,White,Male,NA,TRUE,FALSE,Marchman,College
52668,20,154,154,English,WS,First,Hispanic,Male,NA,TRUE,FALSE,Marchman,Graduate
52669,20,117,117,English,WS,First,White,Female,NA,TRUE,FALSE,Marchman,College
52670,26,560,560,English,WS,Second,White,Female,NA,TRUE,FALSE,Marchman,Some College
52671,28,510,510,English,WS,First,White,Female,NA,TRUE,FALSE,Marchman,Secondary
52672,26,406,406,English,WS,First,Asian,Female,NA,TRUE,FALSE,Marchman,Some College
52673,27,539,539,English,WS,Second,White,Female,NA,TRUE,FALSE,Marchman,Graduate
52674,23,184,184,English,WS,Second,Hispanic,Male,NA,TRUE,FALSE,Marchman,Secondary
52675,18,220,220,English,WS,Fourth,White,Male,NA,TRUE,FALSE,Marchman,Secondary
52676,20,68,68,English,WS,First,White,Female,NA,TRUE,FALSE,Marchman,Some College
52677,27,227,227,English,WS,Second,White,Male,NA,TRUE,FALSE,Marchman,Secondary
52678,25,201,201,English,WS,Fifth,White,Female,NA,TRUE,FALSE,Marchman,College
52679,20,265,265,English,WS,Third,White,Female,NA,TRUE,FALSE,Marchman,Some Graduate
52680,19,184,184,English,WS,Second,White,Male,NA,TRUE,FALSE,Marchman,College
52681,24,244,244,English,WS,Third,Black,Male,NA,TRUE,FALSE,Marchman,Secondary
52682,17,93,93,English,WS,Second,White,Male,NA,TRUE,FALSE,Marchman,Secondary
52683,16,41,41,English,WS,Second,White,Male,NA,TRUE,FALSE,Marchman,Some Graduate
52684,22,327,327,English,WS,First,White,Female,NA,TRUE,FALSE,Marchman,Graduate
52685,30,576,576,English,WS,Second,White,Female,NA,TRUE,FALSE,Marchman,Graduate
52686,16,71,71,English,WS,Second,White,Male,NA,TRUE,FALSE,Marchman,Some College
52687,28,614,614,English,WS,First,White,Female,NA,TRUE,FALSE,Marchman,College
52688,18,340,340,English,WS,Second,White,Female,NA,TRUE,FALSE,Marchman,Secondary
52689,28,409,409,English,WS,Second,White,Male,NA,TRUE,FALSE,Marchman,Some College
52690,16,112,112,English,WS,Second,White,Male,NA,TRUE,FALSE,Marchman,Graduate
52691,29,583,583,English,WS,First,White,Female,NA,TRUE,FALSE,Marchman,Secondary
52692,21,471,471,English,WS,First,White,Female,NA,TRUE,FALSE,Marchman,Secondary
52693,28,325,325,English,WS,First,White,Male,NA,TRUE,FALSE,Marchman,Some College
52694,29,417,417,English,WS,First,White,Female,NA,TRUE,FALSE,Marchman,Secondary
52695,21,95,95,English,WS,First,White,Female,NA,TRUE,FALSE,Marchman,Some College
52696,21,213,213,English,WS,Second,White,Female,NA,TRUE,FALSE,Marchman,Secondary
52697,19,49,49,English,WS,First,Black,Male,NA,TRUE,FALSE,Marchman,Secondary
52698,23,118,118,English,WS,First,Black,Female,NA,TRUE,FALSE,Marchman,Some Secondary
52699,24,328,328,English,WS,Third,Black,Male,NA,TRUE,FALSE,Marchman,Some Secondary
52700,17,32,32,English,WS,Fourth,Black,Male,NA,TRUE,FALSE,Marchman,Some Secondary
52701,24,399,399,English,WS,Third,Black,Female,NA,TRUE,FALSE,Marchman,Secondary
52702,18,361,361,English,WS,Second,Black,Female,NA,TRUE,FALSE,Marchman,Some Graduate
52703,16,89,89,English,WS,First,White,Male,NA,TRUE,FALSE,Marchman,College
52704,16,7,7,English,WS,Second,White,Male,NA,TRUE,FALSE,Marchman,Some College
52705,19,127,127,English,WS,Third,Black,Female,NA,TRUE,FALSE,Marchman,Some Secondary
52706,29,274,274,English,WS,Second,Black,Female,NA,TRUE,FALSE,Marchman,Some Secondary
52707,30,220,220,English,WS,Second,Black,Male,NA,TRUE,FALSE,Marchman,Secondary
52708,19,156,156,English,WS,Fourth,Black,Female,NA,TRUE,FALSE,Marchman,Secondary
52709,19,230,230,English,WS,First,Black,Female,NA,TRUE,FALSE,Marchman,Secondary
52710,22,38,38,English,WS,First,Black,Male,NA,TRUE,FALSE,Marchman,Secondary
52711,28,180,180,English,WS,First,White,Male,NA,TRUE,FALSE,Marchman,Some College
52712,19,255,255,English,WS,Fourth,Black,Male,NA,TRUE,FALSE,Marchman,Some Secondary
52713,19,48,48,English,WS,Fourth,Black,Female,NA,TRUE,FALSE,Marchman,Some College
52714,29,603,603,English,WS,Second,White,Male,NA,TRUE,FALSE,Marchman,Secondary
52715,30,647,647,English,WS,First,White,Female,NA,TRUE,FALSE,Marchman,College
52716,30,652,652,English,WS,First,White,Female,NA,TRUE,FALSE,Marchman,Some Graduate
52717,16,11,11,English,WS,Second,White,Male,NA,TRUE,FALSE,Marchman,Graduate
52718,17,74,74,English,WS,First,White,Male,NA,TRUE,FALSE,Marchman,College
52719,17,88,88,English,WS,First,Asian,Male,NA,TRUE,FALSE,Marchman,College
52720,16,8,8,English,WS,Second,White,Male,NA,TRUE,FALSE,Marchman,Some College
52721,16,10,10,English,WS,First,White,Female,NA,TRUE,FALSE,Marchman,College
52722,16,90,90,English,WS,First,White,Female,NA,TRUE,FALSE,Marchman,College
52723,17,57,57,English,WS,First,White,Male,NA,TRUE,FALSE,Marchman,College
52724,17,85,85,English,WS,First,White,Male,NA,TRUE,FALSE,Marchman,Some College
52725,18,23,23,English,WS,Third,White,Male,NA,TRUE,FALSE,Marchman,Some Graduate
52726,18,118,118,English,WS,First,White,Female,NA,TRUE,FALSE,Marchman,College
52727,17,28,28,English,WS,Second,Other,Female,NA,TRUE,FALSE,Marchman,College
52728,17,193,193,English,WS,Second,White,Female,NA,TRUE,FALSE,Marchman,College
52729,16,21,21,English,WS,First,White,Male,NA,TRUE,FALSE,Marchman,College
52730,19,140,140,English,WS,First,White,Female,NA,TRUE,FALSE,Marchman,College
52731,19,322,322,English,WS,First,White,Male,NA,TRUE,FALSE,Marchman,Some College
52732,19,260,260,English,WS,First,White,Male,NA,TRUE,FALSE,Marchman,Secondary
52733,19,34,34,English,WS,First,White,Male,NA,TRUE,FALSE,Marchman,Some Graduate
52734,19,191,191,English,WS,First,Asian,Male,NA,TRUE,FALSE,Marchman,Graduate
52735,19,96,96,English,WS,First,White,Female,NA,TRUE,FALSE,Marchman,Some College
52736,19,382,382,English,WS,Second,White,Female,NA,TRUE,FALSE,Marchman,College
52737,19,503,503,English,WS,First,White,Female,NA,TRUE,FALSE,Marchman,College
52738,19,108,108,English,WS,Third,White,Male,NA,TRUE,FALSE,Marchman,College
52739,19,156,156,English,WS,Second,White,Male,NA,TRUE,FALSE,Marchman,College
52740,16,31,31,English,WS,Second,White,Male,NA,TRUE,FALSE,Marchman,Some Graduate
52741,16,62,62,English,WS,Second,White,Male,NA,TRUE,FALSE,Marchman,College
52742,17,58,58,English,WS,Third,White,Female,NA,TRUE,FALSE,Marchman,College
52743,17,129,129,English,WS,First,White,Male,NA,TRUE,FALSE,Marchman,Some Graduate
52744,17,37,37,English,WS,Second,Other,Female,NA,TRUE,FALSE,Marchman,College
52745,17,16,16,English,WS,First,White,Male,NA,TRUE,FALSE,Marchman,College
52746,18,10,10,English,WS,Third,White,Female,NA,TRUE,FALSE,Marchman,Some Graduate
52747,18,222,222,English,WS,First,White,Female,NA,TRUE,FALSE,Marchman,Graduate
52748,19,123,123,English,WS,First,White,Female,NA,TRUE,FALSE,Marchman,Graduate
52749,20,121,121,English,WS,Second,White,Female,NA,TRUE,FALSE,Marchman,Some College
52750,19,51,51,English,WS,Third,White,Male,NA,TRUE,FALSE,Marchman,Secondary
52751,20,302,302,English,WS,First,White,Male,NA,TRUE,FALSE,Marchman,Some College
52752,24,108,108,English,WS,Third,White,Female,NA,TRUE,FALSE,Marchman,College
52753,23,93,93,English,WS,First,White,Male,NA,TRUE,FALSE,Marchman,Some College
52754,16,63,63,English,WS,Second,Hispanic,Female,NA,TRUE,FALSE,Marchman,Some College
52755,26,296,296,English,WS,First,White,Male,NA,TRUE,FALSE,Marchman,College
52756,16,36,36,English,WS,First,White,Male,NA,TRUE,FALSE,Marchman,College
52757,18,23,23,English,WS,Second,White,Male,NA,TRUE,FALSE,Marchman,Some College
52758,20,232,232,English,WS,Second,White,Female,NA,TRUE,FALSE,Marchman,College
52759,20,249,249,English,WS,First,White,Female,NA,TRUE,FALSE,Marchman,Secondary
52760,28,609,609,English,WS,First,Hispanic,Female,NA,TRUE,FALSE,Marchman,Graduate
52761,20,11,11,English,WS,First,White,Male,NA,TRUE,FALSE,Marchman,College
52762,20,430,430,English,WS,First,White,Male,NA,TRUE,FALSE,Marchman,Secondary
52763,21,599,599,English,WS,Second,White,Female,NA,TRUE,FALSE,Marchman,Some Graduate
52764,27,226,226,English,WS,First,White,Male,NA,TRUE,FALSE,Marchman,Some College
52765,22,189,189,English,WS,Second,NA,Male,NA,TRUE,FALSE,Marchman,College
52766,23,373,373,English,WS,Third,White,Male,NA,TRUE,FALSE,Marchman,Some College
52767,23,417,417,English,WS,First,White,Male,NA,TRUE,FALSE,Marchman,Secondary
52768,23,289,289,English,WS,Third,White,Female,NA,TRUE,FALSE,Marchman,Some Graduate
52769,28,375,375,English,WS,First,White,Male,NA,TRUE,FALSE,Marchman,Graduate
52770,28,139,139,English,WS,Second,White,Male,NA,TRUE,FALSE,Marchman,College
52771,28,111,111,English,WS,Second,White,Male,NA,TRUE,FALSE,Marchman,Some College
52772,28,565,565,English,WS,First,White,Male,NA,TRUE,FALSE,Marchman,Secondary
52773,29,341,341,English,WS,First,White,Female,NA,TRUE,FALSE,Marchman,Secondary
52774,29,617,617,English,WS,Second,White,Male,NA,TRUE,FALSE,Marchman,Secondary
52775,16,38,38,English,WS,First,Asian,Female,NA,TRUE,FALSE,Marchman,Secondary
52776,16,16,16,English,WS,Second,White,Female,NA,TRUE,FALSE,Marchman,Some College
52777,16,129,129,English,WS,First,White,Female,NA,TRUE,FALSE,Marchman,Some College
52778,16,129,129,English,WS,Second,White,Male,NA,TRUE,FALSE,Marchman,Some College
52779,17,118,118,English,WS,Second,White,Male,NA,TRUE,FALSE,Marchman,College
52780,17,45,45,English,WS,First,White,Male,NA,TRUE,FALSE,Marchman,College
52781,17,33,33,English,WS,Third,White,Male,NA,TRUE,FALSE,Marchman,Secondary
52782,17,21,21,English,WS,First,White,Female,NA,TRUE,FALSE,Marchman,Secondary
52783,17,44,44,English,WS,Third,White,Female,NA,TRUE,FALSE,Marchman,Graduate
52784,18,117,117,English,WS,First,White,Male,NA,TRUE,FALSE,Marchman,Some College
52785,18,98,98,English,WS,First,White,Female,NA,TRUE,FALSE,Marchman,College
52786,18,106,106,English,WS,Fourth,White,Male,NA,TRUE,FALSE,Marchman,Some College
52787,18,77,77,English,WS,Second,Asian,Male,NA,TRUE,FALSE,Marchman,Graduate
52788,19,61,61,English,WS,Third,White,Male,NA,TRUE,FALSE,Marchman,Some Secondary
52789,20,53,53,English,WS,Second,White,Male,NA,TRUE,FALSE,Marchman,College
52790,20,78,78,English,WS,First,White,Female,NA,TRUE,FALSE,Marchman,Some College
52791,20,310,310,English,WS,First,White,Female,NA,TRUE,FALSE,Marchman,Some College
52792,20,203,203,English,WS,Second,White,Female,NA,TRUE,FALSE,Marchman,College
52793,21,82,82,English,WS,Second,White,Male,NA,TRUE,FALSE,Marchman,Some College
52794,21,476,476,English,WS,First,White,Female,NA,TRUE,FALSE,Marchman,Graduate
52795,22,367,367,English,WS,First,White,Male,NA,TRUE,FALSE,Marchman,Some Graduate
52796,22,99,99,English,WS,First,White,Female,NA,TRUE,FALSE,Marchman,College
52797,23,448,448,English,WS,First,White,Female,NA,TRUE,FALSE,Marchman,College
52798,21,330,330,English,WS,First,White,Female,NA,TRUE,FALSE,Marchman,Some College
52799,22,352,352,English,WS,First,White,Female,NA,TRUE,FALSE,Marchman,Some College
52800,23,539,539,English,WS,First,White,Male,NA,TRUE,FALSE,Marchman,College
52801,23,245,245,English,WS,Second,White,Male,NA,TRUE,FALSE,Marchman,College
52802,23,87,87,English,WS,Second,White,Female,NA,TRUE,FALSE,Marchman,Graduate
52803,25,178,178,English,WS,Second,White,Female,NA,TRUE,FALSE,Marchman,Secondary
52804,24,57,57,English,WS,Second,White,Male,NA,TRUE,FALSE,Marchman,College
52805,24,635,635,English,WS,Second,White,Female,NA,TRUE,FALSE,Marchman,Some Graduate
52806,24,251,251,English,WS,First,White,Female,NA,TRUE,FALSE,Marchman,Graduate
52807,23,315,315,English,WS,First,White,Male,NA,TRUE,FALSE,Marchman,Some Graduate
52808,24,7,7,English,WS,First,Other,Male,NA,TRUE,FALSE,Marchman,Graduate
52809,25,543,543,English,WS,First,Asian,Female,NA,TRUE,FALSE,Marchman,Graduate
52810,25,89,89,English,WS,Third,White,Female,NA,TRUE,FALSE,Marchman,College
52811,26,582,582,English,WS,First,White,Female,NA,TRUE,FALSE,Marchman,Graduate
52812,25,581,581,English,WS,Third,White,Male,NA,TRUE,FALSE,Marchman,College
52813,25,428,428,English,WS,Second,White,Female,NA,TRUE,FALSE,Marchman,College
52814,25,357,357,English,WS,First,White,Female,NA,TRUE,FALSE,Marchman,Some College
52815,25,311,311,English,WS,Third,White,Male,NA,TRUE,FALSE,Marchman,Some College
52816,25,382,382,English,WS,First,White,Female,NA,TRUE,FALSE,Marchman,College
52817,24,449,449,English,WS,Second,White,Male,NA,TRUE,FALSE,Marchman,Some Secondary
52818,26,644,644,English,WS,Third,White,Male,NA,TRUE,FALSE,Marchman,Graduate
52819,26,396,396,English,WS,Second,White,Female,NA,TRUE,FALSE,Marchman,College
52820,27,488,488,English,WS,First,White,Male,NA,TRUE,FALSE,Marchman,College
52821,27,629,629,English,WS,First,White,Female,NA,TRUE,FALSE,Marchman,College
52822,28,650,650,English,WS,Second,White,Female,NA,TRUE,FALSE,Marchman,Secondary
52823,28,502,502,English,WS,First,White,Female,NA,TRUE,FALSE,Marchman,Some Graduate
52824,29,390,390,English,WS,Second,White,Male,NA,TRUE,FALSE,Marchman,Secondary
52825,29,465,465,English,WS,Third,White,Male,NA,TRUE,FALSE,Marchman,Some College
52826,30,654,654,English,WS,Fourth,White,Male,NA,TRUE,FALSE,Marchman,College
52827,29,633,633,English,WS,First,White,Female,NA,TRUE,FALSE,Marchman,Graduate
52828,30,574,574,English,WS,First,White,Female,NA,TRUE,FALSE,Marchman,Some Graduate
52829,17,44,44,English,WS,Second,White,Female,NA,TRUE,FALSE,Marchman,Graduate
52830,20,237,237,English,WS,First,White,Male,NA,TRUE,FALSE,Marchman,College
52831,21,110,110,English,WS,Third,White,Male,NA,TRUE,FALSE,Marchman,College
52832,21,340,340,English,WS,First,Other,Male,NA,TRUE,FALSE,Marchman,Graduate
52833,21,400,400,English,WS,First,White,Male,NA,TRUE,FALSE,Marchman,College
52834,21,226,226,English,WS,First,White,Male,NA,TRUE,FALSE,Marchman,College
52835,24,131,131,English,WS,Third,White,Female,NA,TRUE,FALSE,Marchman,Some College
52836,22,163,163,English,WS,First,White,Male,NA,TRUE,FALSE,Marchman,Some Graduate
52837,22,432,432,English,WS,First,White,Male,NA,TRUE,FALSE,Marchman,Graduate
52838,22,290,290,English,WS,First,White,Female,NA,TRUE,FALSE,Marchman,College
52839,23,47,47,English,WS,Third,White,Female,NA,TRUE,FALSE,Marchman,Some College
52840,23,182,182,English,WS,First,White,Male,NA,TRUE,FALSE,Marchman,Secondary
52841,24,160,160,English,WS,Second,White,Male,NA,TRUE,FALSE,Marchman,College
52842,24,397,397,English,WS,Second,White,Female,NA,TRUE,FALSE,Marchman,College
52843,23,179,179,English,WS,Second,White,Female,NA,TRUE,FALSE,Marchman,Secondary
52844,24,360,360,English,WS,First,White,Male,NA,TRUE,FALSE,Marchman,College
52845,25,495,495,English,WS,First,White,Female,NA,TRUE,FALSE,Marchman,Graduate
52846,23,264,264,English,WS,First,White,Female,NA,TRUE,FALSE,Marchman,College
52847,24,488,488,English,WS,Third,White,Female,NA,TRUE,FALSE,Marchman,Some College
52848,25,463,463,English,WS,Fifth,White,Female,NA,TRUE,FALSE,Marchman,Secondary
52849,25,53,53,English,WS,First,White,Male,NA,TRUE,FALSE,Marchman,Some Graduate
52850,27,678,678,English,WS,First,White,Male,NA,TRUE,FALSE,Marchman,College
52851,26,651,651,English,WS,Second,White,Female,NA,TRUE,FALSE,Marchman,College
52852,26,76,76,English,WS,Second,Other,Female,NA,TRUE,FALSE,Marchman,College
52853,27,494,494,English,WS,Second,White,Male,NA,TRUE,FALSE,Marchman,College
52854,26,26,26,English,WS,Third,NA,Female,NA,TRUE,FALSE,Marchman,Some College
52855,26,547,547,English,WS,Fourth,White,Female,NA,TRUE,FALSE,Marchman,Some College
52856,27,491,491,English,WS,Third,White,Male,NA,TRUE,FALSE,Marchman,Some College
52857,27,340,340,English,WS,First,White,Male,NA,TRUE,FALSE,Marchman,Some College
52858,27,302,302,English,WS,Third,White,Male,NA,TRUE,FALSE,Marchman,Secondary
52859,30,540,540,English,WS,First,Black,Male,NA,TRUE,FALSE,Marchman,Secondary
52860,28,527,527,English,WS,Second,White,Female,NA,TRUE,FALSE,Marchman,Graduate
52861,30,514,514,English,WS,Second,White,Female,NA,TRUE,FALSE,Marchman,Some College
52862,29,221,221,English,WS,Second,White,Male,NA,TRUE,FALSE,Marchman,Graduate
52863,27,324,324,English,WS,Second,White,Female,NA,TRUE,FALSE,Marchman,Some College
52864,21,60,60,English,WS,Second,White,Male,NA,TRUE,FALSE,Marchman,Secondary
52865,22,178,178,English,WS,First,White,Female,NA,TRUE,FALSE,Marchman,College
52866,23,172,172,English,WS,First,White,Male,NA,TRUE,FALSE,Marchman,Secondary
