condition,country,actor.id,actor.age.years,actor.gender,dist,eq.uneq,decision,value,trial
AI,Senegal,senegal.actor.119,9,M,t13.dist,U,accept,low,t13
DI,Senegal,senegal.actor.12,13,F,t13.dist,U,reject,low,t13
AI,Senegal,senegal.actor.120,9,M,t13.dist,U,accept,high,t13
AI,Senegal,senegal.actor.121,7,F,t13.dist,U,accept,high,t13
AI,Senegal,senegal.actor.122,8,F,t13.dist,E,accept,high,t13
AI,Senegal,senegal.actor.123,9,M,t13.dist,E,accept,high,t13
DI,Senegal,senegal.actor.124,9,F,t13.dist,E,accept,low,t13
DI,Senegal,senegal.actor.125,9,F,t13.dist,U,accept,low,t13
DI,Senegal,senegal.actor.126,8,M,t13.dist,E,reject,low,t13
DI,Senegal,senegal.actor.127,9,M,t13.dist,E,accept,high,t13
DI,Senegal,senegal.actor.128,9,M,t13.dist,E,accept,high,t13
AI,Senegal,senegal.actor.13,10,F,t13.dist,E,accept,low,t13
AI,Senegal,senegal.actor.14,11,M,t13.dist,E,accept,high,t13
DI,Senegal,senegal.actor.15,12,M,t13.dist,E,accept,low,t13
DI,Senegal,senegal.actor.16,10,M,t13.dist,E,accept,low,t13
DI,Senegal,senegal.actor.17,10,F,t13.dist,U,reject,high,t13
AI,Senegal,senegal.actor.18,15,F,t13.dist,E,accept,low,t13
DI,Senegal,senegal.actor.19,14,M,t13.dist,E,accept,low,t13
DI,Senegal,senegal.actor.2,6,F,t13.dist,E,accept,low,t13
DI,Senegal,senegal.actor.20,14,M,t13.dist,U,reject,high,t13
AI,Senegal,senegal.actor.21,6,F,t13.dist,U,accept,low,t13
AI,Senegal,senegal.actor.22,6,F,t13.dist,E,accept,high,t13
AI,Senegal,senegal.actor.23,5,M,t13.dist,E,reject,high,t13
AI,Senegal,senegal.actor.24,9,M,t13.dist,U,accept,low,t13
DI,Senegal,senegal.actor.25,9,F,t13.dist,U,accept,low,t13
DI,Senegal,senegal.actor.26,7,F,t13.dist,U,accept,high,t13
AI,Senegal,senegal.actor.27,12,M,t13.dist,U,accept,low,t13
AI,Senegal,senegal.actor.28,11,F,t13.dist,E,accept,low,t13
DI,Senegal,senegal.actor.29,12,F,t13.dist,U,reject,low,t13
DI,Senegal,senegal.actor.3,4,F,t13.dist,U,accept,high,t13
DI,Senegal,senegal.actor.30,10,F,t13.dist,E,accept,high,t13
AI,Senegal,senegal.actor.31,15,M,t13.dist,U,accept,low,t13
DI,Senegal,senegal.actor.32,14,F,t13.dist,E,reject,low,t13
DI,Senegal,senegal.actor.33,15,M,t13.dist,U,reject,high,t13
DI,Senegal,senegal.actor.34,6,F,t13.dist,U,accept,low,t13
AI,Senegal,senegal.actor.35,8,F,t13.dist,U,accept,low,t13
AI,Senegal,senegal.actor.36,7,M,t13.dist,U,accept,high,t13
AI,Senegal,senegal.actor.37,12,M,t13.dist,E,reject,low,t13
DI,Senegal,senegal.actor.38,12,M,t13.dist,E,accept,low,t13
DI,Senegal,senegal.actor.39,15,F,t13.dist,E,accept,high,t13
DI,Senegal,senegal.actor.4,6,M,t13.dist,U,accept,high,t13
DI,Senegal,senegal.actor.40,15,F,t13.dist,E,accept,high,t13
DI,Senegal,senegal.actor.41,6,M,t13.dist,U,accept,low,t13
DI,Senegal,senegal.actor.42,6,F,t13.dist,E,accept,high,t13
DI,Senegal,senegal.actor.43,9,M,t13.dist,E,accept,high,t13
AI,Senegal,senegal.actor.44,12,M,t13.dist,U,accept,low,t13
DI,Senegal,senegal.actor.45,12,M,t13.dist,E,accept,high,t13
DI,Senegal,senegal.actor.46,10,M,t13.dist,E,accept,high,t13
AI,Senegal,senegal.actor.47,13,M,t13.dist,E,accept,low,t13
DI,Senegal,senegal.actor.48,15,M,t13.dist,U,reject,low,t13
DI,Senegal,senegal.actor.49,14,M,t13.dist,E,accept,low,t13
AI,Senegal,senegal.actor.5,8,M,t13.dist,E,accept,high,t13
AI,Senegal,senegal.actor.50,5,F,t13.dist,E,accept,low,t13
AI,Senegal,senegal.actor.51,6,M,t13.dist,U,accept,high,t13
DI,Senegal,senegal.actor.52,5,F,t13.dist,E,accept,low,t13
DI,Senegal,senegal.actor.53,8,F,t13.dist,E,accept,high,t13
AI,Senegal,senegal.actor.54,12,M,t13.dist,U,accept,low,t13
DI,Senegal,senegal.actor.55,12,F,t13.dist,U,reject,high,t13
AI,Senegal,senegal.actor.56,13,M,t13.dist,E,accept,low,t13
AI,Senegal,senegal.actor.57,15,F,t13.dist,E,reject,low,t13
AI,Senegal,senegal.actor.58,15,F,t13.dist,U,reject,high,t13
DI,Senegal,senegal.actor.59,15,F,t13.dist,E,accept,high,t13
AI,Senegal,senegal.actor.6,12,F,t13.dist,U,reject,low,t13
AI,Senegal,senegal.actor.60,6,M,t13.dist,U,accept,low,t13
DI,Senegal,senegal.actor.61,8,M,t13.dist,U,reject,low,t13
DI,Senegal,senegal.actor.62,9,M,t13.dist,U,accept,high,t13
AI,Senegal,senegal.actor.63,15,F,t13.dist,U,accept,high,t13
AI,Senegal,senegal.actor.64,14,F,t13.dist,E,accept,high,t13
DI,Senegal,senegal.actor.65,14,F,t13.dist,E,accept,high,t13
AI,Senegal,senegal.actor.66,6,F,t13.dist,E,accept,low,t13
AI,Senegal,senegal.actor.67,6,F,t13.dist,U,accept,low,t13
AI,Senegal,senegal.actor.68,9,M,t13.dist,U,accept,low,t13
AI,Senegal,senegal.actor.69,11,M,t13.dist,E,accept,low,t13
AI,Senegal,senegal.actor.7,12,M,t13.dist,E,accept,high,t13
AI,Senegal,senegal.actor.70,11,F,t13.dist,U,accept,high,t13
DI,Senegal,senegal.actor.71,10,M,t13.dist,U,accept,low,t13
DI,Senegal,senegal.actor.72,12,F,t13.dist,U,reject,high,t13
AI,Senegal,senegal.actor.73,14,M,t13.dist,E,reject,high,t13
DI,Senegal,senegal.actor.74,15,F,t13.dist,E,accept,low,t13
DI,Senegal,senegal.actor.75,13,F,t13.dist,E,accept,low,t13
AI,Senegal,senegal.actor.76,5,M,t13.dist,U,accept,high,t13
DI,Senegal,senegal.actor.77,5,M,t13.dist,E,accept,low,t13
AI,Senegal,senegal.actor.78,8,F,t13.dist,E,accept,high,t13
DI,Senegal,senegal.actor.79,9,F,t13.dist,E,accept,low,t13
AI,Senegal,senegal.actor.8,12,F,t13.dist,U,accept,high,t13
AI,Senegal,senegal.actor.80,12,F,t13.dist,U,accept,high,t13
AI,Senegal,senegal.actor.81,12,F,t13.dist,U,accept,high,t13
AI,Senegal,senegal.actor.82,11,M,t13.dist,E,accept,high,t13
DI,Senegal,senegal.actor.83,12,F,t13.dist,U,reject,low,t13
DI,Senegal,senegal.actor.84,10,M,t13.dist,U,reject,high,t13
DI,Senegal,senegal.actor.85,10,M,t13.dist,U,reject,high,t13
AI,Senegal,senegal.actor.86,13,M,t13.dist,U,reject,high,t13
DI,Senegal,senegal.actor.87,13,M,t13.dist,U,reject,low,t13
DI,Senegal,senegal.actor.88,13,F,t13.dist,U,reject,high,t13
AI,Senegal,senegal.actor.89,6,M,t13.dist,E,accept,low,t13
DI,Senegal,senegal.actor.9,11,F,t13.dist,E,accept,high,t13
AI,Senegal,senegal.actor.90,5,F,t13.dist,U,accept,low,t13
AI,Senegal,senegal.actor.91,6,F,t13.dist,E,reject,high,t13
DI,Senegal,senegal.actor.92,6,F,t13.dist,E,accept,low,t13
DI,Senegal,senegal.actor.93,6,M,t13.dist,E,accept,high,t13
DI,Senegal,senegal.actor.94,5,F,t13.dist,U,accept,high,t13
AI,Senegal,senegal.actor.95,7,F,t13.dist,NA,NA,low,t13
DI,Senegal,senegal.actor.96,9,M,t13.dist,E,accept,low,t13
DI,Senegal,senegal.actor.97,8,F,t13.dist,U,reject,low,t13
DI,Senegal,senegal.actor.98,9,F,t13.dist,U,accept,high,t13
AI,Senegal,senegal.actor.99,13,M,t13.dist,U,reject,low,t13
AI,Senegal,senegal.actor.1,5,F,t14.dist,U,accept,low,t14
AI,Senegal,senegal.actor.10,15,F,t14.dist,E,accept,low,t14
AI,Senegal,senegal.actor.100,6,M,t14.dist,E,accept,high,t14
AI,Senegal,senegal.actor.101,8,M,t14.dist,E,reject,low,t14
AI,Senegal,senegal.actor.102,9,F,t14.dist,E,accept,high,t14
DI,Senegal,senegal.actor.103,9,M,t14.dist,U,accept,high,t14
AI,Senegal,senegal.actor.104,12,F,t14.dist,E,accept,high,t14
DI,Senegal,senegal.actor.105,12,F,t14.dist,E,accept,low,t14
AI,Senegal,senegal.actor.106,14,M,t14.dist,U,reject,low,t14
AI,Senegal,senegal.actor.107,15,M,t14.dist,U,accept,high,t14
DI,Senegal,senegal.actor.108,14,M,t14.dist,E,accept,low,t14
DI,Senegal,senegal.actor.109,13,M,t14.dist,E,accept,low,t14
AI,Senegal,senegal.actor.11,13,F,t14.dist,U,accept,high,t14
AI,Senegal,senegal.actor.110,6,M,t14.dist,U,accept,high,t14
AI,Senegal,senegal.actor.111,6,M,t14.dist,E,accept,high,t14
DI,Senegal,senegal.actor.112,6,M,t14.dist,E,accept,low,t14
DI,Senegal,senegal.actor.113,5,M,t14.dist,E,accept,low,t14
DI,Senegal,senegal.actor.114,6,M,t14.dist,E,accept,low,t14
DI,Senegal,senegal.actor.115,6,M,t14.dist,U,accept,high,t14
DI,Senegal,senegal.actor.116,6,F,t14.dist,E,accept,high,t14
AI,Senegal,senegal.actor.117,8,F,t14.dist,U,accept,low,t14
AI,Senegal,senegal.actor.118,8,F,t14.dist,U,accept,low,t14
AI,Senegal,senegal.actor.119,9,M,t14.dist,U,accept,low,t14
DI,Senegal,senegal.actor.12,13,F,t14.dist,U,reject,low,t14
AI,Senegal,senegal.actor.120,9,M,t14.dist,U,reject,high,t14
AI,Senegal,senegal.actor.121,7,F,t14.dist,U,accept,high,t14
AI,Senegal,senegal.actor.122,8,F,t14.dist,E,accept,high,t14
AI,Senegal,senegal.actor.123,9,M,t14.dist,U,accept,high,t14
DI,Senegal,senegal.actor.124,9,F,t14.dist,U,reject,low,t14
DI,Senegal,senegal.actor.125,9,F,t14.dist,E,accept,low,t14
DI,Senegal,senegal.actor.126,8,M,t14.dist,E,accept,low,t14
DI,Senegal,senegal.actor.127,9,M,t14.dist,E,accept,high,t14
DI,Senegal,senegal.actor.128,9,M,t14.dist,U,reject,high,t14
AI,Senegal,senegal.actor.13,10,F,t14.dist,U,accept,low,t14
AI,Senegal,senegal.actor.14,11,M,t14.dist,E,accept,high,t14
DI,Senegal,senegal.actor.15,12,M,t14.dist,U,reject,low,t14
DI,Senegal,senegal.actor.16,10,M,t14.dist,U,reject,low,t14
DI,Senegal,senegal.actor.17,10,F,t14.dist,U,accept,high,t14
AI,Senegal,senegal.actor.18,15,F,t14.dist,U,accept,low,t14
DI,Senegal,senegal.actor.19,14,M,t14.dist,U,accept,low,t14
DI,Senegal,senegal.actor.2,6,F,t14.dist,U,reject,low,t14
DI,Senegal,senegal.actor.20,14,M,t14.dist,U,reject,high,t14
AI,Senegal,senegal.actor.21,6,F,t14.dist,E,accept,low,t14
AI,Senegal,senegal.actor.22,6,F,t14.dist,E,accept,high,t14
AI,Senegal,senegal.actor.23,5,M,t14.dist,U,accept,high,t14
AI,Senegal,senegal.actor.24,9,M,t14.dist,U,accept,low,t14
DI,Senegal,senegal.actor.25,9,F,t14.dist,U,accept,low,t14
DI,Senegal,senegal.actor.26,7,F,t14.dist,U,accept,high,t14
AI,Senegal,senegal.actor.27,12,M,t14.dist,E,reject,low,t14
AI,Senegal,senegal.actor.28,11,F,t14.dist,E,accept,low,t14
DI,Senegal,senegal.actor.29,12,F,t14.dist,U,reject,low,t14
DI,Senegal,senegal.actor.3,4,F,t14.dist,U,accept,high,t14
DI,Senegal,senegal.actor.30,10,F,t14.dist,U,reject,high,t14
AI,Senegal,senegal.actor.31,15,M,t14.dist,E,accept,low,t14
DI,Senegal,senegal.actor.32,14,F,t14.dist,U,reject,low,t14
DI,Senegal,senegal.actor.33,15,M,t14.dist,U,reject,high,t14
DI,Senegal,senegal.actor.34,6,F,t14.dist,U,accept,low,t14
AI,Senegal,senegal.actor.35,8,F,t14.dist,E,accept,low,t14
AI,Senegal,senegal.actor.36,7,M,t14.dist,E,accept,high,t14
AI,Senegal,senegal.actor.37,12,M,t14.dist,U,accept,low,t14
DI,Senegal,senegal.actor.38,12,M,t14.dist,U,reject,low,t14
DI,Senegal,senegal.actor.39,15,F,t14.dist,E,accept,high,t14
DI,Senegal,senegal.actor.4,6,M,t14.dist,U,accept,high,t14
DI,Senegal,senegal.actor.40,15,F,t14.dist,E,accept,high,t14
DI,Senegal,senegal.actor.41,6,M,t14.dist,U,accept,low,t14
DI,Senegal,senegal.actor.42,6,F,t14.dist,U,accept,high,t14
DI,Senegal,senegal.actor.43,9,M,t14.dist,U,reject,high,t14
AI,Senegal,senegal.actor.44,12,M,t14.dist,U,accept,low,t14
DI,Senegal,senegal.actor.45,12,M,t14.dist,E,accept,high,t14
DI,Senegal,senegal.actor.46,10,M,t14.dist,U,reject,high,t14
AI,Senegal,senegal.actor.47,13,M,t14.dist,E,accept,low,t14
DI,Senegal,senegal.actor.48,15,M,t14.dist,U,reject,low,t14
DI,Senegal,senegal.actor.49,14,M,t14.dist,U,reject,low,t14
AI,Senegal,senegal.actor.5,8,M,t14.dist,E,accept,high,t14
AI,Senegal,senegal.actor.50,5,F,t14.dist,U,accept,low,t14
AI,Senegal,senegal.actor.51,6,M,t14.dist,E,accept,high,t14
DI,Senegal,senegal.actor.52,5,F,t14.dist,U,accept,low,t14
DI,Senegal,senegal.actor.53,8,F,t14.dist,E,accept,high,t14
AI,Senegal,senegal.actor.54,12,M,t14.dist,U,accept,low,t14
DI,Senegal,senegal.actor.55,12,F,t14.dist,E,accept,high,t14
AI,Senegal,senegal.actor.56,13,M,t14.dist,U,accept,low,t14
AI,Senegal,senegal.actor.57,15,F,t14.dist,U,reject,low,t14
AI,Senegal,senegal.actor.58,15,F,t14.dist,U,reject,high,t14
DI,Senegal,senegal.actor.59,15,F,t14.dist,E,accept,high,t14
AI,Senegal,senegal.actor.6,12,F,t14.dist,E,accept,low,t14
AI,Senegal,senegal.actor.60,6,M,t14.dist,U,accept,low,t14
DI,Senegal,senegal.actor.61,8,M,t14.dist,E,accept,low,t14
DI,Senegal,senegal.actor.62,9,M,t14.dist,E,accept,high,t14
AI,Senegal,senegal.actor.63,15,F,t14.dist,E,accept,high,t14
AI,Senegal,senegal.actor.64,14,F,t14.dist,E,accept,high,t14
DI,Senegal,senegal.actor.65,14,F,t14.dist,U,reject,high,t14
AI,Senegal,senegal.actor.66,6,F,t14.dist,U,accept,low,t14
AI,Senegal,senegal.actor.67,6,F,t14.dist,U,accept,low,t14
AI,Senegal,senegal.actor.68,9,M,t14.dist,E,accept,low,t14
AI,Senegal,senegal.actor.69,11,M,t14.dist,U,accept,low,t14
AI,Senegal,senegal.actor.7,12,M,t14.dist,U,accept,high,t14
AI,Senegal,senegal.actor.70,11,F,t14.dist,E,accept,high,t14
DI,Senegal,senegal.actor.71,10,M,t14.dist,U,accept,low,t14
DI,Senegal,senegal.actor.72,12,F,t14.dist,U,reject,high,t14
AI,Senegal,senegal.actor.73,14,M,t14.dist,E,accept,high,t14
DI,Senegal,senegal.actor.74,15,F,t14.dist,U,accept,low,t14
DI,Senegal,senegal.actor.75,13,F,t14.dist,E,accept,low,t14
AI,Senegal,senegal.actor.76,5,M,t14.dist,E,accept,high,t14
DI,Senegal,senegal.actor.77,5,M,t14.dist,U,accept,low,t14
AI,Senegal,senegal.actor.78,8,F,t14.dist,U,accept,high,t14
DI,Senegal,senegal.actor.79,9,F,t14.dist,U,accept,low,t14
AI,Senegal,senegal.actor.8,12,F,t14.dist,E,accept,high,t14
AI,Senegal,senegal.actor.80,12,F,t14.dist,U,reject,high,t14
AI,Senegal,senegal.actor.81,12,F,t14.dist,U,accept,high,t14
AI,Senegal,senegal.actor.82,11,M,t14.dist,U,accept,high,t14
DI,Senegal,senegal.actor.83,12,F,t14.dist,E,reject,low,t14
DI,Senegal,senegal.actor.84,10,M,t14.dist,E,accept,high,t14
DI,Senegal,senegal.actor.85,10,M,t14.dist,E,accept,high,t14
AI,Senegal,senegal.actor.86,13,M,t14.dist,U,reject,high,t14
DI,Senegal,senegal.actor.87,13,M,t14.dist,E,accept,low,t14
DI,Senegal,senegal.actor.88,13,F,t14.dist,E,accept,high,t14
AI,Senegal,senegal.actor.89,6,M,t14.dist,E,accept,low,t14
DI,Senegal,senegal.actor.9,11,F,t14.dist,E,accept,high,t14
AI,Senegal,senegal.actor.90,5,F,t14.dist,U,reject,low,t14
AI,Senegal,senegal.actor.91,6,F,t14.dist,U,accept,high,t14
DI,Senegal,senegal.actor.92,6,F,t14.dist,E,accept,low,t14
DI,Senegal,senegal.actor.93,6,M,t14.dist,E,accept,high,t14
DI,Senegal,senegal.actor.94,5,F,t14.dist,E,accept,high,t14
AI,Senegal,senegal.actor.95,7,F,t14.dist,E,accept,low,t14
DI,Senegal,senegal.actor.96,9,M,t14.dist,U,reject,low,t14
DI,Senegal,senegal.actor.97,8,F,t14.dist,U,accept,low,t14
DI,Senegal,senegal.actor.98,9,F,t14.dist,E,accept,high,t14
AI,Senegal,senegal.actor.99,13,M,t14.dist,U,reject,low,t14
AI,Senegal,senegal.actor.1,5,F,t15.dist,U,accept,low,t15
AI,Senegal,senegal.actor.10,15,F,t15.dist,U,accept,low,t15
AI,Senegal,senegal.actor.100,6,M,t15.dist,E,accept,high,t15
AI,Senegal,senegal.actor.101,8,M,t15.dist,U,reject,low,t15
AI,Senegal,senegal.actor.102,9,F,t15.dist,E,accept,high,t15
DI,Senegal,senegal.actor.103,9,M,t15.dist,E,accept,high,t15
AI,Senegal,senegal.actor.104,12,F,t15.dist,E,accept,high,t15
DI,Senegal,senegal.actor.105,12,F,t15.dist,U,reject,low,t15
AI,Senegal,senegal.actor.106,14,M,t15.dist,E,reject,low,t15
AI,Senegal,senegal.actor.107,15,M,t15.dist,E,accept,high,t15
DI,Senegal,senegal.actor.108,14,M,t15.dist,U,reject,low,t15
DI,Senegal,senegal.actor.109,13,M,t15.dist,U,reject,low,t15
AI,Senegal,senegal.actor.11,13,F,t15.dist,U,accept,high,t15
AI,Senegal,senegal.actor.110,6,M,t15.dist,E,accept,high,t15
AI,Senegal,senegal.actor.111,6,M,t15.dist,E,accept,high,t15
DI,Senegal,senegal.actor.112,6,M,t15.dist,U,accept,low,t15
DI,Senegal,senegal.actor.113,5,M,t15.dist,U,accept,low,t15
DI,Senegal,senegal.actor.114,6,M,t15.dist,U,accept,low,t15
DI,Senegal,senegal.actor.115,6,M,t15.dist,U,accept,high,t15
DI,Senegal,senegal.actor.116,6,F,t15.dist,E,accept,high,t15
AI,Senegal,senegal.actor.117,8,F,t15.dist,E,accept,low,t15
AI,Senegal,senegal.actor.118,8,F,t15.dist,E,accept,low,t15
AI,Senegal,senegal.actor.119,9,M,t15.dist,E,accept,low,t15
DI,Senegal,senegal.actor.12,13,F,t15.dist,E,accept,low,t15
AI,Senegal,senegal.actor.120,9,M,t15.dist,E,accept,high,t15
AI,Senegal,senegal.actor.121,7,F,t15.dist,U,accept,high,t15
AI,Senegal,senegal.actor.122,8,F,t15.dist,E,accept,high,t15
AI,Senegal,senegal.actor.123,9,M,t15.dist,E,accept,high,t15
DI,Senegal,senegal.actor.124,9,F,t15.dist,U,reject,low,t15
DI,Senegal,senegal.actor.125,9,F,t15.dist,U,accept,low,t15
DI,Senegal,senegal.actor.126,8,M,t15.dist,U,reject,low,t15
DI,Senegal,senegal.actor.127,9,M,t15.dist,E,accept,high,t15
DI,Senegal,senegal.actor.128,9,M,t15.dist,U,reject,high,t15
AI,Senegal,senegal.actor.13,10,F,t15.dist,U,accept,low,t15
AI,Senegal,senegal.actor.14,11,M,t15.dist,U,accept,high,t15
DI,Senegal,senegal.actor.15,12,M,t15.dist,E,accept,low,t15
DI,Senegal,senegal.actor.16,10,M,t15.dist,U,reject,low,t15
DI,Senegal,senegal.actor.17,10,F,t15.dist,E,accept,high,t15
AI,Senegal,senegal.actor.18,15,F,t15.dist,U,accept,low,t15
DI,Senegal,senegal.actor.19,14,M,t15.dist,E,accept,low,t15
DI,Senegal,senegal.actor.2,6,F,t15.dist,E,reject,low,t15
DI,Senegal,senegal.actor.20,14,M,t15.dist,E,accept,high,t15
AI,Senegal,senegal.actor.21,6,F,t15.dist,U,accept,low,t15
AI,Senegal,senegal.actor.22,6,F,t15.dist,U,accept,high,t15
AI,Senegal,senegal.actor.23,5,M,t15.dist,U,reject,high,t15
AI,Senegal,senegal.actor.24,9,M,t15.dist,U,accept,low,t15
DI,Senegal,senegal.actor.25,9,F,t15.dist,E,reject,low,t15
DI,Senegal,senegal.actor.26,7,F,t15.dist,U,accept,high,t15
AI,Senegal,senegal.actor.27,12,M,t15.dist,U,reject,low,t15
AI,Senegal,senegal.actor.28,11,F,t15.dist,U,accept,low,t15
DI,Senegal,senegal.actor.29,12,F,t15.dist,E,accept,low,t15
DI,Senegal,senegal.actor.3,4,F,t15.dist,E,accept,high,t15
DI,Senegal,senegal.actor.30,10,F,t15.dist,E,accept,high,t15
AI,Senegal,senegal.actor.31,15,M,t15.dist,U,accept,low,t15
DI,Senegal,senegal.actor.32,14,F,t15.dist,U,reject,low,t15
DI,Senegal,senegal.actor.33,15,M,t15.dist,U,reject,high,t15
DI,Senegal,senegal.actor.34,6,F,t15.dist,E,accept,low,t15
AI,Senegal,senegal.actor.35,8,F,t15.dist,U,accept,low,t15
AI,Senegal,senegal.actor.36,7,M,t15.dist,U,accept,high,t15
AI,Senegal,senegal.actor.37,12,M,t15.dist,E,reject,low,t15
DI,Senegal,senegal.actor.38,12,M,t15.dist,U,reject,low,t15
DI,Senegal,senegal.actor.39,15,F,t15.dist,E,accept,high,t15
DI,Senegal,senegal.actor.4,6,M,t15.dist,U,accept,high,t15
DI,Senegal,senegal.actor.40,15,F,t15.dist,E,accept,high,t15
DI,Senegal,senegal.actor.41,6,M,t15.dist,E,accept,low,t15
DI,Senegal,senegal.actor.42,6,F,t15.dist,E,accept,high,t15
DI,Senegal,senegal.actor.43,9,M,t15.dist,E,accept,high,t15
AI,Senegal,senegal.actor.44,12,M,t15.dist,E,accept,low,t15
DI,Senegal,senegal.actor.45,12,M,t15.dist,U,reject,high,t15
DI,Senegal,senegal.actor.46,10,M,t15.dist,U,reject,high,t15
AI,Senegal,senegal.actor.47,13,M,t15.dist,U,accept,low,t15
DI,Senegal,senegal.actor.48,15,M,t15.dist,E,accept,low,t15
DI,Senegal,senegal.actor.49,14,M,t15.dist,E,accept,low,t15
AI,Senegal,senegal.actor.5,8,M,t15.dist,U,accept,high,t15
AI,Senegal,senegal.actor.50,5,F,t15.dist,E,accept,low,t15
AI,Senegal,senegal.actor.51,6,M,t15.dist,U,accept,high,t15
DI,Senegal,senegal.actor.52,5,F,t15.dist,U,accept,low,t15
DI,Senegal,senegal.actor.53,8,F,t15.dist,U,reject,high,t15
AI,Senegal,senegal.actor.54,12,M,t15.dist,E,accept,low,t15
DI,Senegal,senegal.actor.55,12,F,t15.dist,U,reject,high,t15
AI,Senegal,senegal.actor.56,13,M,t15.dist,E,accept,low,t15
AI,Senegal,senegal.actor.57,15,F,t15.dist,U,accept,low,t15
AI,Senegal,senegal.actor.58,15,F,t15.dist,E,accept,high,t15
DI,Senegal,senegal.actor.59,15,F,t15.dist,U,reject,high,t15
AI,Senegal,senegal.actor.6,12,F,t15.dist,U,reject,low,t15
AI,Senegal,senegal.actor.60,6,M,t15.dist,U,accept,low,t15
DI,Senegal,senegal.actor.61,8,M,t15.dist,U,accept,low,t15
DI,Senegal,senegal.actor.62,9,M,t15.dist,U,accept,high,t15
AI,Senegal,senegal.actor.63,15,F,t15.dist,E,accept,high,t15
AI,Senegal,senegal.actor.64,14,F,t15.dist,E,accept,high,t15
DI,Senegal,senegal.actor.65,14,F,t15.dist,U,reject,high,t15
AI,Senegal,senegal.actor.66,6,F,t15.dist,U,accept,low,t15
AI,Senegal,senegal.actor.67,6,F,t15.dist,E,accept,low,t15
AI,Senegal,senegal.actor.68,9,M,t15.dist,U,reject,low,t15
AI,Senegal,senegal.actor.69,11,M,t15.dist,U,accept,low,t15
AI,Senegal,senegal.actor.7,12,M,t15.dist,U,accept,high,t15
AI,Senegal,senegal.actor.70,11,F,t15.dist,E,accept,high,t15
DI,Senegal,senegal.actor.71,10,M,t15.dist,E,accept,low,t15
DI,Senegal,senegal.actor.72,12,F,t15.dist,U,reject,high,t15
AI,Senegal,senegal.actor.73,14,M,t15.dist,U,accept,high,t15
DI,Senegal,senegal.actor.74,15,F,t15.dist,U,accept,low,t15
DI,Senegal,senegal.actor.75,13,F,t15.dist,U,reject,low,t15
AI,Senegal,senegal.actor.76,5,M,t15.dist,U,accept,high,t15
DI,Senegal,senegal.actor.77,5,M,t15.dist,U,accept,low,t15
AI,Senegal,senegal.actor.78,8,F,t15.dist,U,accept,high,t15
DI,Senegal,senegal.actor.79,9,F,t15.dist,U,accept,low,t15
AI,Senegal,senegal.actor.8,12,F,t15.dist,U,accept,high,t15
AI,Senegal,senegal.actor.80,12,F,t15.dist,E,accept,high,t15
AI,Senegal,senegal.actor.81,12,F,t15.dist,U,accept,high,t15
AI,Senegal,senegal.actor.82,11,M,t15.dist,E,accept,high,t15
DI,Senegal,senegal.actor.83,12,F,t15.dist,U,reject,low,t15
DI,Senegal,senegal.actor.84,10,M,t15.dist,U,reject,high,t15
DI,Senegal,senegal.actor.85,10,M,t15.dist,E,accept,high,t15
AI,Senegal,senegal.actor.86,13,M,t15.dist,U,reject,high,t15
DI,Senegal,senegal.actor.87,13,M,t15.dist,U,reject,low,t15
DI,Senegal,senegal.actor.88,13,F,t15.dist,E,accept,high,t15
AI,Senegal,senegal.actor.89,6,M,t15.dist,U,accept,low,t15
DI,Senegal,senegal.actor.9,11,F,t15.dist,E,accept,high,t15
AI,Senegal,senegal.actor.90,5,F,t15.dist,E,accept,low,t15
AI,Senegal,senegal.actor.91,6,F,t15.dist,E,accept,high,t15
DI,Senegal,senegal.actor.92,6,F,t15.dist,U,accept,low,t15
DI,Senegal,senegal.actor.93,6,M,t15.dist,E,accept,high,t15
DI,Senegal,senegal.actor.94,5,F,t15.dist,U,accept,high,t15
AI,Senegal,senegal.actor.95,7,F,t15.dist,U,accept,low,t15
DI,Senegal,senegal.actor.96,9,M,t15.dist,E,accept,low,t15
DI,Senegal,senegal.actor.97,8,F,t15.dist,E,accept,low,t15
DI,Senegal,senegal.actor.98,9,F,t15.dist,E,accept,high,t15
AI,Senegal,senegal.actor.99,13,M,t15.dist,E,accept,low,t15
AI,Senegal,senegal.actor.1,5,F,t16.dist,U,accept,low,t16
AI,Senegal,senegal.actor.10,15,F,t16.dist,E,accept,low,t16
AI,Senegal,senegal.actor.100,6,M,t16.dist,E,accept,high,t16
AI,Senegal,senegal.actor.101,8,M,t16.dist,E,accept,low,t16
AI,Senegal,senegal.actor.102,9,F,t16.dist,E,accept,high,t16
DI,Senegal,senegal.actor.103,9,M,t16.dist,E,reject,high,t16
AI,Senegal,senegal.actor.104,12,F,t16.dist,U,accept,high,t16
DI,Senegal,senegal.actor.105,12,F,t16.dist,E,accept,low,t16
AI,Senegal,senegal.actor.106,14,M,t16.dist,U,accept,low,t16
AI,Senegal,senegal.actor.107,15,M,t16.dist,E,accept,high,t16
DI,Senegal,senegal.actor.108,14,M,t16.dist,E,reject,low,t16
DI,Senegal,senegal.actor.109,13,M,t16.dist,E,accept,low,t16
AI,Senegal,senegal.actor.11,13,F,t16.dist,U,accept,high,t16
AI,Senegal,senegal.actor.110,6,M,t16.dist,E,accept,high,t16
AI,Senegal,senegal.actor.111,6,M,t16.dist,U,accept,high,t16
